cluster_robust,daily_return,intraday_range,conflict_count,countries_affected,regions_affected,violence_type_count,type_of_violence_1_count,type_of_violence_2_count,type_of_violence_3_count,fatalities_best_sum,civilian_deaths_sum,unknown_deaths_sum,avg_sources,avg_conflict_duration_days,share_high_clarity,share_high_where_prec
0,0.00041137605687018697,0.011971947951997191,43.55734772852915,10.19072550486163,4.099704074664238,2.8849143117297,33.28890117394556,5.675425189424734,4.593021365158856,255.2495528600696,119.58004617736009,21.5716887255699,1.4786027236732928,0.0,0.995473789301004,0.5274580476342119
1,0.0004291710225138642,0.0015580647764179233,0.036727057896809766,0.029883812524615992,0.024320598660890116,0.020726664040961008,0.030031508467900748,0.0008369436786136275,0.005858605750295392,0.24227057896809767,0.05238282788499409,0.018166601024025206,0.002609294998030721,0.0,0.01800249442037548,0.0006580674806354208
2,0.000232242424509194,0.014810803054327073,14.266377821936997,6.859627976675245,3.5975502492100206,2.435710329999674,9.432012900283416,1.4793953806560902,3.354969540997492,63.354187705638985,15.733508160406554,9.802016483695475,1.0696339870858735,0.0,0.9970703690318062,0.4217711134553957
