Index,YearMonth,Close_last,Stock_monthly_pct,GPRD_mean,GPRD_ACT_mean,GPRD_THREAT_mean,GPRD_monthly_pct,GPRD_ACT_monthly_pct,GPRD_THREAT_monthly_pct,gpr_lag1,stock_lag1,gpr_lag2,stock_lag2,gpr_lag3,stock_lag3,stock_vol6,gprd_zscore,gpr_spike,stock_down,gpr_up_next,cluster
N225,2019-10,22927.03906,5.383378571516451,95.20806701721683,69.20361838802215,118.00913903021043,2.8698387190764008,-1.2549951812718674,4.768762641355617,-12.699931906120154,5.078496682946998,13.921162899248628,-3.79694281298123,-9.939817225846037,1.1544007541084866,5.186209060401076,-0.1400386740524366,0,0,0,2
N225,2019-11,23293.91016,1.6001678151282397,73.70891914367675,52.628954823811846,86.17964719136556,-22.58122504435712,-23.95057361202817,-26.97205665630397,2.8698387190764008,5.383378571516451,-12.699931906120154,5.078496682946998,13.921162899248628,-3.79694281298123,3.3748939500867587,-0.5692575562120714,0,0,0,2
N225,2019-12,23656.61914,1.557097874545943,72.31251805828464,60.52569272441249,79.17934866874448,-1.8944804802661477,15.004550113215975,-8.122913879046889,-22.58122504435712,1.6001678151282397,2.8698387190764008,5.383378571516451,-12.699931906120154,5.078496682946998,3.329427764904672,-0.597135950111402,0,0,1,2
N225,2020-01,23205.17969,-1.9083007902709004,139.8703630508915,84.9525350447624,191.54257983546103,93.42482713456964,40.35780710775339,104.18821894560378,-1.8944804802661477,1.557097874545943,-22.58122504435712,1.6001678151282397,2.8698387190764008,5.383378571516451,3.670887513249083,0.7516199577694204,1,1,0,2
N225,2020-02,21142.96094,-8.886889813176879,75.72699855935984,56.10202249987372,87.16311290346343,-39.28844654475468,-33.960743525413385,-44.52829942694827,93.42482713456964,-1.9083007902709004,-1.8944804802661477,1.557097874545943,-22.58122504435712,1.6001678151282397,5.311238852980273,-0.5289676900274246,1,1,1,2
N225,2020-03,18917.00977,-10.528095739839172,82.76741433912709,64.03543063132993,98.19669649677893,9.297101316181845,14.141037663079016,12.658546976787765,-45.859153499296525,-8.886889813176879,93.42482713456964,-1.9083007902709004,-1.8944804802661477,1.557097874545943,6.327597041586996,-0.3884095893666116,0,1,0,2
N225,2020-04,20193.68945,6.748845063370723,69.76431941986084,47.72460098266602,82.26346549987792,-15.71040369340041,-25.47157017272198,-16.225831993669605,9.297101316181845,-10.528095739839172,-45.859153499296525,-8.886889813176879,93.42482713456964,-1.9083007902709004,6.667321898214458,-0.6480093604222856,0,0,0,2
N225,2020-05,21877.89063,8.34023512231441,69.50140085527974,42.10684902437272,85.36720494301089,-0.3768668092335003,-11.771186856719284,3.772925714073616,-15.71040369340041,6.748845063370723,9.297101316181845,-10.528095739839172,-45.859153499296525,-8.886889813176879,7.840208127664252,-0.6532583876419832,0,0,1,2
N225,2020-06,22288.14063,1.8751807792541264,71.60573234558106,51.32019710540772,86.46775321960449,3.027754065969246,21.88087756388999,1.289193288369117,-0.3768668092335003,8.34023512231441,-15.71040369340041,6.748845063370723,9.297101316181845,-10.528095739839172,7.860217637315437,-0.6112465453460343,0,0,0,2
N225,2020-07,21710.0,-2.593938362098358,68.53134112204275,36.44394225458945,92.3572107745755,-4.293498750492198,-28.98713506548618,6.811160618471734,3.027754065969246,1.8751807792541264,-0.3768668092335003,8.34023512231441,-15.71040369340041,6.748845063370723,7.885777372519997,-0.6726251065825277,0,1,0,2
