Feature,Importance
stock_lag2,0.3072033948471974
stock_lag3,0.2172934759258949
Stock_monthly_pct,0.1556338910182907
stock_lag1,0.12140831878121054
stock_vol6,0.10871721387806156
gpr_spike,0.038162889329936105
Region_encoded,0.03118143800484495
Crisis_dummy,0.020399378214563935
