feature,importance
GPR_zscore,0.2052546750112977
gprd_ret,0.18567222271608752
gprd_threat_ret,0.1425282623379484
gpr_lag1,0.11642165623553825
gpr_lag3,0.10829530281806232
gpr_lag2,0.10814315199538323
gprd_act_ret,0.09989501235230577
Crisis_dummy,0.02160868023045486
Region_encoded,0.009128391016492278
GPR_spike,0.0030526452864295603
