Feature,Importance
gprd_zscore,0.17252320068761254
GPRD_monthly_pct,0.16756190241656335
gpr_lag1,0.14576563055666866
GPRD_ACT_monthly_pct,0.13919941448796894
gpr_lag2,0.12817131789336694
GPRD_THREAT_monthly_pct,0.11386649431960837
gpr_lag3,0.10167513114823033
Crisis_dummy,0.022780056277983556
Region_encoded,0.007630166522363052
gpr_spike,0.000826685689634434
