id,year,date_start,date_end,type_of_violence,number_of_sources,where_prec,event_clarity,date_prec,latitude,longitude,region,region_enc,country_id,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,total_deaths,lethality_ratio,conflict_duration_days,active_year,pre_return,pre_volatility,event_return,post_return,post_volatility,market_reaction,volatility_change,n_indices_tracked,market_direction_5d,severity_class
142521,2014,2014-05-28,2014-05-28,1,1,2,1,1,15.354722,44.206667,Middle East,4,678,0,2,0,0,2,2,2,2,2.0,0,True,0.0012242194817697,0.0058233351219757,0.0028756436284836,0.0004767427727083,0.0054976500625843,-0.0007474767090614,-0.0003256850593913,14,1,1
218220,2016,2016-01-09,2016-01-09,1,1,1,1,1,48.41955,38.032433,Europe,3,369,0,1,0,0,1,1,1,1,1.0,0,True,-0.0068077663533633,0.0173130109870169,,-0.0072008319845324,0.017829864438018,-0.0003930656311691,0.000516853451001,14,0,0
95539,2003,2003-05-21,2003-05-21,3,2,3,1,1,33.83333,75.16667,Asia,2,750,0,0,0,0,0,1,0,0,0.0,0,True,-0.0008241669135706,0.0136627402827392,-0.0032435860951838,0.0069054150512643,0.0107029718659812,0.0077295819648349,-0.0029597684167579,12,1,0
21487,1989,1989-08-12,1989-08-12,3,-1,1,1,1,-14.43333,18.88333,Africa,0,540,0,0,9,0,9,9,9,9,-9.0,0,True,0.0018220244097134,0.007200555392614,,-0.0010357986330921,0.0067737715798863,-0.0028578230428055,-0.0004267838127277,6,0,2
204648,2015,2015-06-03,2015-06-03,1,1,2,1,1,12.779444,45.036667,Middle East,4,678,20,0,0,0,20,20,20,20,20.0,0,True,0.0010240442025567,0.0141296347310283,7.762472984090829e-05,-0.0016199689153584,0.0098159112192653,-0.0026440131179152,-0.004313723511763,14,0,2
229387,1990,1990-03-01,1990-03-01,1,1,2,1,1,-11.65709,-75.10119,Americas,1,135,0,13,0,0,13,13,13,13,13.0,0,True,-0.0011669572006648,0.0139239300497899,-0.0041363142478475,0.0027520159608632,0.0069095293915072,0.003918973161528,-0.0070144006582826,6,1,2
245850,2017,2017-06-01,2017-06-01,1,1,1,1,1,36.335,43.118889,Middle East,4,645,0,0,7,0,7,7,7,7,7.0,0,True,9.754491222934068e-05,0.0060280904094544,0.0016663924334311,0.0009592718547315,0.0059742654003198,0.0008617269425022,-5.382500913464049e-05,14,1,2
132875,2008,2008-03-10,2008-03-10,1,-1,4,1,1,35.0,69.58333,Asia,2,700,1,0,0,0,1,1,1,1,-1.0,0,True,-0.0030501910386968,0.0168213830403245,-0.0177543574373853,-0.008759904464724,0.0223194678033574,-0.0057097134260271,0.0054980847630328,13,0,0
339319,2020,2020-04-21,2020-04-22,1,2,2,1,2,2.034337,45.02443,Africa,0,520,7,0,0,0,7,7,7,7,3.5,1,True,0.0081025075405176,0.0209338112926461,-0.0247929879038573,0.0074084005212345,0.0116149166168354,-0.0006941070192831,-0.0093188946758107,14,1,2
76104,2000,2000-09-21,2000-09-27,1,-1,1,2,3,9.6364,80.2937,Asia,2,780,29,0,0,0,29,150,29,29,-29.0,6,True,-0.0049034132321684,0.0162487827061237,-0.0109670493971427,-0.000779686601355,0.0196359557215685,0.0041237266308134,0.0033871730154447,12,0,2
201060,1995,1995-08-14,1995-08-14,1,-1,4,1,1,45.53997,18.62977,Europe,3,344,0,0,1,0,1,1,1,1,-1.0,0,True,-0.0007950724736373,0.0069074557444639,0.0004268716906406,0.0033705734701953,0.0100241713047991,0.0041656459438326,0.0031167155603352,7,1,0
239592,2017,2017-07-20,2017-07-20,1,1,3,1,1,6.545914,101.64923,Asia,2,800,1,0,0,0,1,1,1,1,1.0,0,True,0.0013247346925781,0.0066780579249943,0.0018956584372897,0.0003319705853906,0.0048540362282565,-0.0009927641071875,-0.0018240216967378,14,1,0
120019,2005,2005-04-14,2005-04-14,1,1,3,1,1,8.65445,-73.0531,Americas,1,100,5,0,0,0,5,5,5,5,5.0,0,True,0.0018967082647215,0.0088440234514627,-0.0081480008432541,-0.0051224320086437,0.012145436908506,-0.0070191402733653,0.0033014134570432,12,0,2
407367,2017,2017-03-21,2017-03-21,3,1,2,1,1,32.773706,35.885239,Middle East,4,652,0,0,1,0,1,1,1,1,1.0,0,True,0.0012724773945334,0.0055220278514237,-0.0026075583994618,7.24286310780285e-05,0.0062277853658895,-0.0012000487634553,0.0007057575144657,14,1,0
210457,2015,2015-07-20,2015-07-20,1,1,2,1,1,32.71099,36.02743,Middle East,4,652,0,0,2,0,2,2,2,2,2.0,0,True,0.0024338365976117,0.0190025271260266,0.0013073287281857,-0.0074974299852417,0.0161050594198937,-0.0099312665828535,-0.0028974677061329,14,0,1
105635,2003,2003-11-30,2003-11-30,3,-1,3,1,1,28.0,83.83333,Asia,2,790,0,0,1,0,1,1,1,1,-1.0,0,True,3.6283753133251975e-05,0.0129425139225974,,0.0026979776363042,0.0098149221614938,0.0026616938831709,-0.0031275917611036,12,1,0
18984,1993,1993-12-19,1993-12-19,3,-1,1,1,1,-29.857896,31.029198,Africa,0,560,0,0,1,0,1,1,1,1,-1.0,0,True,0.0026790010999418,0.0120376857448054,,0.0020156738542893,0.0113400372193114,-0.0006633272456524,-0.0006976485254939,7,1,0
300148,2019,2019-08-03,2019-08-04,1,1,4,2,2,31.0,65.75,Asia,2,700,0,13,0,0,13,13,13,13,13.0,1,True,-0.0027930687481804,0.008195008081716,,-0.0030485939624,0.0126206867530714,-0.0002555252142195,0.0044256786713554,14,0,2
199639,1992,1992-05-27,1992-05-27,3,-1,1,1,1,43.85,18.383333,Europe,3,346,0,0,16,0,16,16,16,16,-16.0,0,True,0.0001817509977042,0.0104529838794378,-0.0046008516099742,0.0016438887397197,0.0071664357243851,0.0014621377420154,-0.0032865481550527,7,1,2
286229,2014,2014-06-07,2014-06-07,2,1,2,1,1,35.550833,39.809444,Middle East,4,652,0,3,0,0,3,3,2,3,3.0,0,True,0.0014586637786392,0.0054187460498446,,0.0009886655460242,0.0057770094571902,-0.000469998232615,0.0003582634073456,14,1,1
398431,2016,2016-11-20,2016-11-20,1,1,2,1,1,33.54539,36.38615,Middle East,4,652,0,1,0,0,1,1,1,1,1.0,0,True,0.0019089914964177,0.0120774602659003,,0.0020528445759105,0.0062738711487544,0.0001438530794928,-0.0058035891171458,14,1,0
334561,2012,2012-08-12,2012-08-12,1,2,1,1,1,35.63661,36.63293,Middle East,4,652,0,0,2,0,2,2,2,2,1.0,0,True,0.0033077535058298,0.0094068770312803,,0.0008784408147782,0.0067136662801531,-0.0024293126910516,-0.0026932107511272,14,1,1
385153,2021,2021-02-14,2021-02-14,2,1,1,1,1,21.13052,-101.671,Americas,1,70,0,0,0,1,1,1,1,1,1.0,0,True,0.0045886117985596,0.0110985206795771,,-0.0011353803896705,0.0108611792418896,-0.0057239921882302,-0.0002373414376874,14,0,0
203385,2015,2015-11-19,2015-11-19,1,1,1,1,1,32.7506,62.5883,Asia,2,700,0,1,0,0,1,1,1,1,1.0,0,True,-0.0011592910272268,0.0107818149326367,0.0099358419777255,0.0013048883835694,0.0070239764615471,0.0024641794107962,-0.0037578384710895,14,1,0
9959,1999,1999-10-19,1999-10-19,1,2,2,1,1,-3.4576,29.3642,Africa,0,516,0,7,0,8,15,15,15,15,7.5,0,True,-0.0027127024332766,0.0143211745265441,-0.0026962232749186,0.0034983848318323,0.0144516611942993,0.006211087265109,0.0001304866677552,11,1,2
317075,2013,2013-07-07,2013-07-07,1,1,1,1,1,33.448889,36.388056,Middle East,4,652,0,0,2,0,2,2,2,2,2.0,0,True,0.0019195085788991,0.014499730635643,,0.0054757910111728,0.0132773710558503,0.0035562824322736,-0.0012223595797926,14,1,1
20992,1992,1992-07-11,1992-07-11,1,-1,1,1,1,15.4509,6.2793,Africa,0,436,0,1,0,0,1,1,1,1,-1.0,0,True,0.0020308935691956,0.0086078922436605,,-0.0009627658206567,0.0093459766899961,-0.0029936593898524,0.0007380844463356,7,0,0
192748,2008,2008-10-22,2008-10-22,1,-1,2,1,1,34.814722,71.421667,Asia,2,770,0,0,0,2,2,1,2,2,-2.0,0,True,-0.0075195240716416,0.0514496990847504,-0.0462143382922017,-0.0063326016715066,0.0561508890465922,0.001186922400135,0.0047011899618418,13,0,1
181782,1992,1992-01-25,1992-01-25,1,-1,1,1,1,-6.05675,-77.16651,Americas,1,135,1,11,0,0,12,12,12,12,-12.0,0,True,0.0010876015669351,0.0105390967279205,,0.0007384003726451,0.0074552006164551,-0.00034920119429,-0.0030838961114653,7,1,2
283394,2012,2012-05-07,2012-05-07,3,2,1,1,1,35.48716,36.32118,Middle East,4,652,0,0,5,0,5,5,5,5,2.5,0,True,-0.0004218650413952,0.0099502779055978,-0.0051967735326381,-0.0056762730960936,0.0080988608324179,-0.0052544080546983,-0.0018514170731798,14,0,2
226701,2016,2016-06-18,2016-06-19,1,2,2,1,2,13.19304,13.61461,Africa,0,475,0,15,0,0,15,15,15,15,7.5,1,True,-0.0027224013049998,0.0109023180987309,,-0.0018765505714469,0.0214586726476677,0.0008458507335528,0.0105563545489368,14,0,2
159623,1998,1998-11-10,1998-11-10,1,-1,5,1,1,37.465,42.173056,Middle East,4,640,20,0,0,0,20,20,20,20,-20.0,0,True,0.0051145473908817,0.0147537354813376,-0.0117506875701421,0.0047985302412202,0.0145909995264489,-0.0003160171496615,-0.0001627359548887,11,1,2
320078,2013,2013-08-04,2013-08-04,1,1,5,1,1,35.21,38.01,Middle East,4,652,0,1,0,0,1,1,1,1,1.0,0,True,0.0011662242421541,0.0096474231134384,,-0.0016951712133787,0.0087484154855399,-0.0028613954555329,-0.0008990076278984,14,0,0
204420,2003,2003-08-09,2003-08-09,3,1,1,1,1,10.488011,-66.879193,Americas,1,101,0,0,0,0,0,1,0,0,0.0,0,True,-0.0008747163196691,0.0096115661042038,,0.0053475188535905,0.0083518730668892,0.0062222351732597,-0.0012596930373145,12,1,0
465398,1995,1995-07-03,1995-07-03,3,1,2,1,1,-3.3822,29.3644,Africa,0,516,0,0,0,0,0,16,0,0,0.0,0,True,0.0001767434083483,0.0079136859565794,0.0001924567793454,0.0086426302592759,0.0130815558976966,0.0084658868509275,0.0051678699411172,7,1,0
359283,2013,2013-06-11,2013-06-11,1,1,1,1,1,36.201241,37.161173,Middle East,4,652,0,0,5,0,5,5,5,5,5.0,0,True,-0.0026247813686001,0.0124203564651168,-0.013084853598803,-0.0005221065519163,0.0133557439374462,0.0021026748166838,0.0009353874723294,14,0,2
37678,1999,1999-01-22,1999-01-22,3,-1,1,1,1,8.49,-13.234167,Africa,0,451,0,0,8,0,8,8,8,8,-8.0,0,True,-0.0019268821585092,0.0164520365916112,-0.0142328685102105,0.002478992308601,0.0156507637995773,0.0044058744671102,-0.0008012727920339,11,1,2
216744,2016,2016-02-29,2016-02-29,1,1,3,1,1,34.926532,36.732381,Middle East,4,652,0,4,0,0,4,4,4,4,4.0,0,True,0.0043141004030537,0.0168408490536369,-0.008863063924832,0.0088395918624024,0.0121999115753998,0.0045254914593487,-0.004640937478237,14,1,1
295217,2019,2019-07-30,2019-07-31,1,3,3,1,2,32.389617,68.945449,Asia,2,700,0,4,0,0,4,11,4,4,1.3333333333333333,1,True,-0.0001977871717995,0.006751782635708,-0.0042307170620262,-0.0092985692823691,0.0104906488265091,-0.0091007821105696,0.003738866190801,14,0,1
227970,2016,2016-09-18,2016-09-18,1,1,1,1,1,34.834404,36.855611,Middle East,4,652,2,2,0,0,4,4,4,4,4.0,0,True,-0.0019113204852283,0.0089139245372372,,0.0037270626975795,0.0079146657136858,0.0056383831828078,-0.0009992588235513,14,1,1
74347,2007,2007-01-05,2007-01-05,1,-1,3,1,1,39.668053,76.171563,Asia,2,710,0,0,0,0,0,19,0,0,-0.0,0,False,0.0025692699321934,0.0103457802494365,-0.0085314836700095,0.0026853723457024,0.0135785881289107,0.000116102413509,0.0032328078794741,12,1,0
323361,2019,2019-06-10,2019-06-11,1,1,3,2,2,34.525025,68.582346,Asia,2,700,0,9,0,0,9,9,9,9,9.0,1,True,0.0007895304510435,0.0083281940366912,0.0094470299297415,5.0146679984183365e-05,0.0076318632006076,-0.0007393837710593,-0.0006963308360835,14,1,2
160025,2001,2001-06-14,2001-06-14,1,-1,4,1,1,37.449444,42.574444,Middle East,4,640,0,1,0,0,1,1,1,1,-1.0,0,True,-0.0004125503298704,0.0111594383685367,-0.013907358302736,-0.0023190661845191,0.0104185113026822,-0.0019065158546486,-0.0007409270658545,12,0,0
401896,2016,2016-02-22,2016-02-22,1,1,1,1,1,32.79283,36.15175,Middle East,4,652,0,0,1,0,1,1,1,1,1.0,0,True,0.000484338941825,0.0191174946423712,0.0107437300363562,-0.0037517226921031,0.0169980263314294,-0.0042360616339282,-0.0021194683109417,14,0,0
75162,2007,2007-09-25,2007-09-26,1,-1,3,1,2,9.75,80.083333,Asia,2,780,0,4,0,0,4,11,4,4,-4.0,1,True,0.004314721803979,0.0140445086313482,-0.0022942497583777,0.0069805763052807,0.0115685838604974,0.0026658545013016,-0.0024759247708507,13,1,1
180765,1998,1998-02-01,1998-02-28,3,-1,1,1,4,31.783333,35.216667,Middle East,4,666,0,0,1,0,1,1,1,1,-1.0,27,False,0.0044042273794054,0.0177897378493237,,0.0062692255038923,0.0222137773564996,0.0018649981244868,0.0044240395071759,11,1,0
208834,2015,2015-06-30,2015-06-30,1,1,2,1,1,33.388,36.273,Middle East,4,652,0,1,0,0,1,1,1,1,1.0,0,True,-0.0038078329123002,0.0186380390479284,0.0087306190261078,-0.0086015345043194,0.0192015601643254,-0.0047937015920191,0.000563521116397,14,0,0
306595,2012,2012-08-20,2012-08-20,1,2,1,1,1,33.726307,36.095947,Middle East,4,652,0,1,1,0,2,2,2,2,1.0,0,True,0.0024365249607927,0.0071159611634596,-0.0019127369671763,-0.0016784792733344,0.0070673822174883,-0.0041150042341271,-4.857894597135037e-05,14,0,1
120576,1989,1989-11-11,1989-11-19,1,5,6,2,4,13.8333,-88.9167,Americas,1,92,237,1050,81,0,1368,1368,1368,1368,273.6,8,True,0.0016084993409755,0.0074708094804944,,0.0018369752723198,0.0066737560422649,0.0002284759313442,-0.0007970534382294,6,1,2
191387,2004,2004-04-08,2004-04-08,1,-1,4,1,1,43.3058,45.7477,Europe,3,365,0,1,0,0,1,1,1,1,-1.0,0,True,0.0049788164843006,0.0097949461273446,0.0016964578660181,-0.0037502495142543,0.0107162527793968,-0.0087290659985549,0.0009213066520521,12,0,0
344092,2020,2020-05-07,2020-05-07,1,1,1,1,1,32.97406,70.19884,Asia,2,770,2,0,0,0,2,2,2,2,2.0,0,True,0.002322718286455,0.0170336660630943,0.0039975141496,-0.0021681832612852,0.0128399761654168,-0.0044909015477402,-0.0041936898976775,14,0,1
269696,2014,2014-01-22,2014-01-22,2,2,1,1,1,36.617621,37.076427,Middle East,4,652,0,0,1,0,1,1,1,1,0.5,0,True,0.0009981453882957,0.0072702713178057,0.0052424374989039,-0.0061212465833203,0.0103611601522674,-0.0071193919716161,0.0030908888344617,14,0,0
363471,2015,2015-11-12,2015-11-12,1,1,1,1,1,36.201241,37.161173,Middle East,4,652,0,1,0,0,1,1,1,1,1.0,0,True,0.0002394014714232,0.0105986453707471,-0.0057915190345623,0.0018041385591535,0.0119591898745231,0.0015647370877302,0.0013605445037759,14,1,0
369944,1992,1992-07-10,1992-07-10,1,2,1,1,1,44.981389,16.713056,Europe,3,346,1,0,25,0,26,26,1,26,13.0,0,True,0.0013936705451672,0.0090420217614182,0.002058411816496,-0.0009627658206567,0.0093459766899961,-0.002356436365824,0.0003039549285778,7,0,2
428611,2017,2017-09-29,2017-09-29,3,1,1,1,1,10.488011,-66.879193,Americas,1,101,0,0,0,0,0,2,0,0,0.0,0,True,5.336160022349014e-05,0.0053476146161488,0.004839976560327,0.003733403450501,0.0049652824715243,0.0036800418502776,-0.0003823321446245,14,1,0
461903,2000,2000-04-04,2000-04-04,1,1,1,1,1,33.846945,74.918613,Asia,2,750,2,0,2,0,4,4,4,4,4.0,0,True,0.0015299831396864,0.0180284628617951,-0.0068504431573202,0.0015879723339146,0.0190465140215603,5.798919422820735e-05,0.0010180511597652,12,1,1
39945,1994,1994-05-15,1994-05-31,3,6,1,2,4,-2.1,29.75,Africa,0,517,0,0,423,0,423,913,423,423,70.5,16,True,-0.0004520577335829,0.0122564519496905,,0.0039100793485571,0.0117887435822346,0.0043621370821401,-0.0004677083674558,7,1,2
366657,2018,2018-05-16,2018-05-16,1,1,2,1,1,34.926532,36.732381,Middle East,4,652,0,4,1,0,5,5,5,5,5.0,0,True,0.001707324507666,0.0064368597087022,0.0003012335598647,-0.0013018233672384,0.006852025572443,-0.0030091478749045,0.0004151658637408,14,0,2
479752,2021,2021-03-11,2021-03-11,2,1,1,1,1,-9.39861,-40.50083,Americas,1,140,0,0,0,1,1,1,1,1,1.0,0,True,-0.0011163728645299,0.0160707301186542,0.0121394386024764,2.8360652701984813e-05,0.0088012205482255,0.0011447335172319,-0.0072695095704286,14,1,0
334251,2013,2013-12-08,2013-12-08,1,2,1,1,1,35.32149,36.62292,Middle East,4,652,0,0,1,0,1,1,1,1,0.5,0,True,0.0003467866720791,0.0077041571152263,,-0.0029747338085511,0.0074346776808516,-0.0033215204806303,-0.0002694794343747,14,0,0
10645,2004,2004-08-11,2004-08-11,1,-1,2,1,1,-3.501,29.3867,Africa,0,516,0,5,0,0,5,5,5,5,-5.0,0,True,-0.000534322160336,0.010857085350816,-0.0052591709146463,0.0006752347739474,0.0086099963952687,0.0012095569342834,-0.0022470889555473,12,1,2
336750,2020,2020-03-09,2020-03-09,3,1,1,1,1,14.3188,2.0866,Africa,0,436,0,0,1,0,1,1,1,1,1.0,0,True,-0.0086160035304468,0.0205240139660026,-0.058869532021659,-0.0258635816787222,0.0489918865384001,-0.0172475781482753,0.0284678725723974,14,0,0
359179,2012,2012-09-22,2012-09-22,1,1,1,1,1,33.513364,36.291575,Middle East,4,652,0,1,0,0,1,1,1,1,1.0,0,True,0.0016517848636456,0.0093203202641743,,-0.0011575732805263,0.0101470733213765,-0.0028093581441719,0.0008267530572022,14,0,0
310867,2012,2012-10-14,2012-10-14,1,2,4,1,1,35.233333,37.2,Middle East,4,652,0,0,1,0,1,1,1,1,0.5,0,True,0.00024989052898,0.0089059838950612,,0.0027010517532528,0.0077606259915412,0.0024511612242728,-0.00114535790352,14,1,0
269748,2014,2014-01-22,2014-01-22,1,2,1,1,1,33.513364,36.291575,Middle East,4,652,1,2,0,0,3,3,3,3,1.5,0,True,0.0009981453882957,0.0072702713178057,0.0052424374989039,-0.0061212465833203,0.0103611601522674,-0.0071193919716161,0.0030908888344617,14,0,1
213096,2015,2015-08-15,2015-08-15,1,1,1,1,1,33.762449,74.264114,Asia,2,750,0,0,1,0,1,1,1,1,1.0,0,True,-0.0003273489839116,0.012812367524186,,-0.0132634505193549,0.0163140154897814,-0.0129361015354433,0.0035016479655954,14,0,0
219701,1991,1991-11-17,1991-11-17,1,-1,4,1,1,9.0,-74.333333,Americas,1,100,0,5,0,0,5,5,5,5,-5.0,0,True,0.0008084113871667,0.0096480106216087,,-0.0046408010983375,0.0097198523084271,-0.0054492124855042,7.184168681842636e-05,7,0,2
155413,2014,2014-10-30,2014-10-30,1,1,1,1,1,48.724788,38.63232,Europe,3,369,0,0,1,0,1,1,1,1,1.0,0,True,0.0037312797049603,0.0112946178415477,0.0020464343705815,0.0033353480318204,0.0105060012145481,-0.0003959316731398,-0.0007886166269996,14,1,0
126973,2007,2007-09-17,2007-09-17,1,-1,2,1,1,31.82004,64.570518,Asia,2,700,1,0,0,0,1,1,1,1,-1.0,0,True,0.0006803385650724,0.012620216990214,-0.0029865887243721,0.0070260885363847,0.0134046261215473,0.0063457499713122,0.0007844091313333,13,1,0
191187,1995,1995-11-20,1995-11-20,1,-1,3,1,1,43.0318,45.2623,Europe,3,365,0,2,0,0,2,2,2,2,-2.0,0,True,-0.0003052796828289,0.0064663950936749,0.002356919080685,0.0031920290632638,0.006159811303604,0.0034973087460928,-0.0003065837900708,7,1,1
33469,2000,2000-10-12,2000-10-12,1,-1,4,1,1,7.0,44.0,Africa,0,530,0,0,0,0,0,15,0,0,-0.0,0,True,-0.0039367644106054,0.0178278735165256,-0.0137352097396975,-0.000985731905549,0.0262275470938358,0.0029510325050564,0.0083996735773101,12,0,0
387381,2021,2021-03-04,2021-03-04,1,2,1,1,1,36.7904,68.8307,Asia,2,700,5,6,0,0,11,16,11,11,5.5,0,True,-0.0015252652896286,0.0150410284298204,-0.014785924342517,0.002844336650825,0.0132379175890483,0.0043696019404536,-0.001803110840772,14,1,2
312342,2015,2015-05-18,2015-05-18,1,1,1,1,1,35.00995,37.22447,Middle East,4,652,2,2,0,0,4,4,4,4,4.0,0,True,-0.000686763806336,0.0123291118077364,0.0038111724367245,0.004313093883319,0.0107757443514739,0.004999857689655,-0.0015533674562624,14,1,1
134905,1998,1998-11-15,1998-11-15,1,-1,2,1,1,36.758205,69.428772,Asia,2,700,0,0,38,0,38,38,38,38,-38.0,0,True,0.0023450840090265,0.015578835381136,,0.0088185162402951,0.0139413465832907,0.0064734322312686,-0.0016374887978452,11,1,2
263911,2014,2014-10-08,2014-10-08,1,1,1,1,1,33.515526,36.350556,Middle East,4,652,0,0,0,2,2,2,2,2,2.0,0,True,-0.0023515869502924,0.0090813346829677,-0.0006712457525707,-0.0063440682896529,0.0110405459581375,-0.0039924813393605,0.0019592112751698,14,0,1
424691,1998,1998-10-13,1998-10-13,1,1,3,1,1,37.566667,44.283333,Middle East,4,640,1,0,0,0,1,1,1,1,1.0,0,True,-0.0010626347620579,0.0300616847702505,-0.005150330760261,0.0112090531647414,0.0204004366158773,0.0122716879267994,-0.0096612481543732,11,1,0
34775,2006,2006-09-20,2006-09-20,1,-1,2,1,1,8.13333,42.3,Africa,0,530,0,0,0,0,0,5,0,0,-0.0,0,True,1.0990327909925677e-05,0.0085129066464135,0.004240787101298,0.001104732937459,0.0078973399132568,0.0010937426095491,-0.0006155667331566,12,1,0
421403,2010,2010-10-12,2010-10-12,2,1,1,1,1,31.739444,-106.486944,Americas,1,70,1,0,0,0,1,1,1,1,1.0,0,True,0.0027664518812639,0.009385310628794,-0.0021256887004224,0.0028328591145347,0.0112307132926409,6.640723327078126e-05,0.0018454026638468,13,1,0
359305,2013,2013-06-11,2013-06-11,1,1,1,1,1,33.01797,36.12806,Middle East,4,652,0,0,2,0,2,2,2,2,2.0,0,True,-0.0026247813686001,0.0124203564651168,-0.013084853598803,-0.0005221065519163,0.0133557439374462,0.0021026748166838,0.0009353874723294,14,0,1
134920,1998,1998-11-26,1998-11-27,1,-1,4,2,2,36.75,68.75,Asia,2,700,1,1,0,23,25,58,25,25,-25.0,1,True,0.0051673653675345,0.0146176966663356,0.0037418618346086,-0.006248478353226,0.0157436142205104,-0.0114158437207605,0.0011259175541748,11,0,2
51156,2002,2002-03-14,2002-03-14,3,-1,4,1,1,18.25,96.25,Asia,2,775,0,0,1,0,1,1,1,1,-1.0,0,True,0.0049861652645113,0.0144998355039544,0.0073898362532279,0.0007726543661545,0.0125153750770247,-0.0042135108983567,-0.0019844604269296,12,1,0
282757,2019,2019-03-13,2019-03-13,1,1,4,1,1,34.5,43.65,Middle East,4,645,1,0,0,0,1,1,1,1,1.0,0,True,0.000853603299094,0.0095239370034736,-0.0010042735634732,0.0024227124779198,0.0077161477819288,0.0015691091788258,-0.0018077892215447,14,1,0
181018,2006,2006-11-03,2006-11-03,3,-1,1,1,1,31.535298,34.535787,Middle East,4,666,0,0,1,0,1,1,1,1,-1.0,0,False,0.0012610446380851,0.0075591510858031,0.0041868085530553,0.0019978777058785,0.0078955919197616,0.0007368330677934,0.0003364408339584,12,1,0
251960,2017,2017-04-23,2017-04-24,1,2,1,2,2,34.095,70.7495,Asia,2,700,0,9,0,0,9,9,10,9,4.5,1,True,-0.0011428073875858,0.0053983673735865,,0.0036907485691017,0.0083406966954076,0.0048335559566875,0.002942329321821,14,1,2
55531,2002,2002-06-18,2002-06-18,1,-1,2,1,1,29.92769,73.895423,Asia,2,750,1,0,0,0,1,1,1,1,-1.0,0,True,-0.0028724816571939,0.0148385155706334,0.0018866581274888,-0.0037247640837826,0.0249297751138375,-0.0008522824265886,0.010091259543204,12,0,0
81476,2013,2013-11-27,2013-12-01,1,-1,3,2,2,35.462075,63.469625,Asia,2,700,0,2,0,0,2,2,2,2,-2.0,4,True,0.0013164710663146,0.0092228588108237,0.0043761616539261,-0.0009142119423286,0.0083498632578279,-0.0022306830086432,-0.0008729955529958,14,0,1
144374,2014,2014-02-24,2014-02-25,1,1,4,2,2,36.75,68.75,Asia,2,700,0,9,0,0,9,9,9,9,9.0,1,True,0.0032800170542645,0.008423812802433,-0.0018349442364207,-0.0014513875758564,0.0099544292459065,-0.004731404630121,0.0015306164434735,14,0,2
107456,2012,2012-06-25,2012-06-25,3,-1,2,1,1,6.596027,101.529774,Asia,2,800,0,0,3,0,3,3,3,3,-3.0,0,True,0.001354620923535,0.0102522702520762,-0.0128295315364262,0.006295016177,0.011149321957178,0.0049403952534649,0.0008970517051018,14,1,1
271045,2014,2014-11-17,2014-11-17,1,4,1,1,1,36.369722,37.514925,Middle East,4,652,0,4,14,2,20,20,16,20,5.0,0,True,0.0016304431138074,0.0083604466889459,-0.0032917051071966,0.0041020119673287,0.0092812069984808,0.0024715688535213,0.0009207603095349,14,1,2
141607,2001,2001-08-31,2001-08-31,2,2,2,1,1,-3.533756,128.373867,Asia,2,850,0,1,0,2,3,3,0,3,1.5,0,True,-0.0037336732142379,0.0135603653683057,-0.0050812545819633,-0.0073139562919099,0.0167818494753306,-0.003580283077672,0.0032214841070248,12,0,1
509428,2004,2004-06-01,2004-06-01,3,1,1,1,1,3.880099,-77.031164,Americas,1,100,0,0,1,0,1,1,1,1,1.0,0,True,0.0050077640398674,0.0127193095451284,0.0011385034455497,0.0008760772331107,0.0146887011517165,-0.0041316868067567,0.0019693916065881,12,1,0
1618,1998,1998-09-06,1998-09-06,2,-1,1,1,1,36.8,5.766667,Africa,0,615,1,0,0,0,1,1,1,1,-1.0,0,True,-0.0067066625079882,0.023577866592458,,0.0047245723876372,0.0289050282057242,0.0114312348956255,0.0053271616132662,11,1,0
75,2011,2011-04-29,2011-04-29,1,-1,1,1,1,12.779444,45.036667,Middle East,4,678,0,1,0,0,1,1,1,1,-1.0,0,True,0.0010362505867244,0.0098899167481966,0.0015322068413937,-0.0028284412700172,0.0096671044051281,-0.0038646918567416,-0.0002228123430685,13,0,0
165490,2009,2009-07-11,2009-07-11,1,-1,1,1,1,31.579996,64.377396,Asia,2,700,2,0,0,0,2,2,2,2,-2.0,0,True,-0.0014902233435006,0.0137608691232991,,0.0103294707142237,0.015372450103647,0.0118196940577244,0.0016115809803478,13,1,1
330952,2013,2013-05-16,2013-05-16,1,1,1,1,1,33.513364,36.291575,Middle East,4,652,4,0,0,0,4,4,4,4,4.0,0,True,0.0036555304763309,0.0080791039773157,0.0034938954289115,-0.0014406826951277,0.013459747709858,-0.0050962131714587,0.0053806437325422,14,0,1
17166,2010,2010-10-24,2010-10-24,1,-1,1,1,1,10.936778,11.684809,Africa,0,475,0,1,0,0,1,1,1,1,-1.0,0,False,0.0024395867375655,0.0100588546402817,,-0.0002947068656392,0.0089570273688791,-0.0027342936032048,-0.0011018272714025,13,0,0
186644,1991,1991-07-16,1991-07-16,2,-1,2,1,1,33.151219,35.227049,Middle East,4,660,5,1,0,0,6,6,6,6,-6.0,0,False,0.0022279932677257,0.0090408390209675,0.0005234767764804,-0.0010186676788216,0.0054425900523638,-0.0032466609465474,-0.0035982489686036,7,0,2
