YearMonth,Index,Region,Region_encoded,Close_month_end,stock_ret,stock_ret_lag1,stock_ret_lag2,stock_ret_lag3,Stock_vol12,GPRD,GPRD_ACT,GPRD_THREAT,gprd_ret,gprd_act_ret,gprd_threat_ret,gprd_ret_lead1,gprd_ret_lead2,gprd_ret_lead3,GPR_zscore,GPR_spike,Crisis_dummy,target_gpr_up_lead1
2001-01,000001.SS,China_HK,1,2065.605957,-0.37960844544691064,0.13831720117774005,5.574199529423596,2.6765270417300924,4.178811263131766,47.34544200281943,39.250703688590754,53.58126591097924,2.8989908486964033,-11.863157433402927,14.962542983127358,18.989927506775352,9.558998400811113,-20.567427445911946,-1.1276709843340298,0,0,1
2001-02,000001.SS,China_HK,1,1959.180054,-5.152284860495316,-0.37960844544691064,0.13831720117774005,5.574199529423596,3.632439118348529,56.336307116917204,45.95857455049242,65.78157465798515,18.989927506775352,17.089810453134604,22.769728448140224,9.558998400811113,-20.567427445911946,22.282612275385794,-0.5528914270022299,0,0,1
2001-03,000001.SS,China_HK,1,2112.774902,7.839751516784288,-5.152284860495316,-0.37960844544691064,0.13831720117774005,3.980319674231652,61.72149381329936,57.44915543833086,65.804611175291,9.558998400811113,25.002039336999694,0.035019710953454464,-20.567427445911946,22.282612275385794,18.33193624265337,-0.16449345719586606,0,0,0
2001-04,000001.SS,China_HK,1,2119.184082,0.30335366034182076,7.839751516784288,-5.152284860495316,-0.37960844544691064,3.987706906853758,49.026970354715985,47.12476806640625,50.69535102844238,-20.567427445911946,-17.97134752138766,-22.96079237760469,22.282612275385794,18.33193624265337,-15.444990282835402,-0.9863278333381387,0,0,1
2001-05,000001.SS,China_HK,1,2214.25708,4.4863020068683035,0.30335366034182076,7.839751516784288,-5.152284860495316,4.061980363783851,59.95146006922568,56.56440058062154,60.64858498111848,22.282612275385794,20.031149014703598,19.633425453730236,18.33193624265337,-15.444990282835402,6.919856867837648,-0.08072137279815189,0,0,1
2001-06,000001.SS,China_HK,1,2218.029053,0.17034937063407085,4.4863020068683035,0.30335366034182076,7.839751516784288,4.0743489039766585,70.94172350565593,62.602798779805504,78.85646438598633,18.33193624265337,10.675262421595733,30.02193606089316,-15.444990282835402,6.919856867837648,636.705984061322,0.8917469952324577,0,0,0
2001-07,000001.SS,China_HK,1,1920.317993,-13.422324635348238,0.17034937063407085,4.4863020068683035,0.30335366034182076,5.689367435669296,59.984781203731416,53.3461978666244,62.87733785567745,-15.444990282835402,-14.786241340007166,-20.26355943641387,6.919856867837648,636.705984061322,6.680150322070344,-0.040735325784857314,0,0,1
2001-08,000001.SS,China_HK,1,1834.137939,-4.4878012034541115,-13.422324635348238,0.17034937063407085,4.4863020068683035,5.816377992698692,64.13564220551521,73.31873946036062,56.88255968401509,6.919856867837648,37.43948471017813,-9.534083942011339,636.705984061322,6.680150322070344,-41.24090377218973,0.3121450090099885,0,1,1
2001-09,000001.SS,China_HK,1,1764.866943,-3.7767604348104555,-4.4878012034541115,-13.422324635348238,0.17034937063407085,5.7063556774016195,472.49111404418943,791.8359584172566,249.4176373163859,636.705984061322,979.9912331353685,338.47822373309316,6.680150322070344,-41.24090377218973,-21.93115492388762,4.651889065398863,1,1,1
2001-10,000001.SS,China_HK,1,1689.170044,-4.289099487088077,-3.7767604348104555,-4.4878012034541115,-13.422324635348238,5.707859523225047,504.05423072076616,840.6995652721774,257.8192534908172,6.680150322070344,6.170925472062505,3.368493208751655,-41.24090377218973,-21.93115492388762,-26.483715938044828,3.36038803354654,0,1,0
2001-11,000001.SS,China_HK,1,1747.993042,3.4823609505118647,-4.289099487088077,-3.7767604348104555,-4.4878012034541115,5.514740306474533,296.1777104695638,494.21396484375,141.4245381673177,-41.24090377218973,-41.21396212644078,-45.14585848323587,-21.93115492388762,-26.483715938044828,-15.629290096238414,1.4919838256736058,0,1,0
2001-12,000001.SS,China_HK,1,1645.970947,-5.836527523202806,3.4823609505118647,-4.289099487088077,-3.7767604348104555,5.645455147074114,231.22251793646043,376.6929409888483,121.45619632351783,-21.93115492388762,-23.77938144505022,-14.119432244619079,-26.483715938044828,-15.629290096238414,4.7790402345696315,0.9207024060052467,0,1,0
2002-01,000001.SS,China_HK,1,1491.665039,-9.37476498484029,-5.836527523202806,3.4823609505118647,-4.289099487088077,6.030270233252163,169.9862031013735,259.16573752126385,104.05673919185516,-26.483715938044828,-31.199736092496554,-14.325705611030715,-15.629290096238414,4.7790402345696315,2.5704229747520735,0.4178106412301901,0,1,0
2002-02,000001.SS,China_HK,1,1524.70105,2.2147070646736378,-9.37476498484029,-5.836527523202806,3.4823609505118647,6.11070161926829,143.41856629507882,209.38243239266532,93.08014828818185,-15.629290096238414,-19.20906119950132,-10.548659307337282,4.7790402345696315,2.5704229747520735,3.2632959591828437,0.1896965876609148,0,1,1
2002-03,000001.SS,China_HK,1,1603.905029,5.19472187679022,2.2147070646736378,-9.37476498484029,-5.836527523202806,5.76576899412561,150.27259728216356,217.83082137569303,97.68620583318895,4.7790402345696315,4.034908223429179,4.948485396420366,2.5704229747520735,3.2632959591828437,-7.141906512616192,0.2115393086592408,0,1,1
2002-04,000001.SS,China_HK,1,1667.749023,3.9805345606906295,5.19472187679022,2.2147070646736378,-9.37476498484029,5.998772848751559,154.13523864746094,219.28201649983723,99.5971280415853,2.5704229747520735,0.6662028426368982,1.9561842863049517,3.2632959591828437,-7.141906512616192,-19.228603110713394,0.20906450846680694,0,1,1
2002-05,000001.SS,China_HK,1,1515.733032,-9.115040027218768,3.9805345606906295,5.19472187679022,2.2147070646736378,5.986968496935391,159.16512766192037,205.2949966922883,137.87667772846837,3.2632959591828437,-6.378553075536553,38.434391070895146,-7.141906512616192,-19.228603110713394,6.386640324555559,0.22283561106419553,0,1,0
2002-06,000001.SS,China_HK,1,1732.755005,14.31795497084607,-9.115040027218768,3.9805345606906295,5.19472187679022,7.779441947565291,147.7977030436198,185.49468332926432,127.91307754516602,-7.141906512616192,-9.644810483473298,-7.2264579822009285,-19.228603110713394,6.386640324555559,34.05336231874485,0.10795986852254974,0,1,0
2002-07,000001.SS,China_HK,1,1651.593994,-4.683928816584193,14.31795497084607,-9.115040027218768,3.9805345606906295,6.95362259822539,119.37826931861139,161.98243344214654,92.84361993112871,-19.228603110713394,-12.675430618883077,-27.416631893368603,6.386640324555559,34.05336231874485,-1.1482428597716532,-0.13781889802288977,0,0,1
2002-08,000001.SS,China_HK,1,1666.618042,0.9096695710071767,-4.683928816584193,14.31795497084607,-9.115040027218768,6.8839207728346095,127.00253000567037,157.38569099672378,101.13534890451739,6.386640324555559,-2.8378030553939837,8.930854892925822,34.05336231874485,-1.1482428597716532,-7.277545082473935,-0.10494483165416127,0,0,1
2002-09,000001.SS,China_HK,1,1581.618042,-5.100148795821092,0.9096695710071767,-4.683928816584193,14.31795497084607,6.950048866417967,170.25116170247395,185.25534108479818,167.88976720174153,34.05336231874485,17.707867793810127,66.00503090195247,-1.1482428597716532,-7.277545082473935,12.179669045440855,0.20325984695605837,0,0,0
2002-10,000001.SS,China_HK,1,1507.495972,-4.686470945050091,-5.100148795821092,0.9096695710071767,-4.683928816584193,6.969666618164514,168.296264894547,195.84739069784843,161.10799457180886,-1.1482428597716532,5.717540747287764,-4.039419878272565,-7.277545082473935,12.179669045440855,17.26225132075463,0.15715499103937208,0,0,0
2002-11,000001.SS,China_HK,1,1434.182007,-4.863294254958039,-4.686470945050091,-5.100148795821092,0.9096695710071767,6.92795704833318,156.04842834472657,175.04123814900717,151.88629328409831,-7.277545082473935,-10.623655732508986,-5.723925316195444,12.179669045440855,17.26225132075463,15.061801848864963,0.020633136554032164,0,0,1
2002-12,000001.SS,China_HK,1,1357.654053,-5.336000146876763,-4.863294254958039,-4.686470945050091,-5.100148795821092,6.900402872413184,175.05461046772618,174.67416357224988,183.75799191382623,12.179669045440855,-0.20970748415570784,20.983920234403875,17.26225132075463,15.061801848864963,47.86395462919402,0.13548947851311843,0,0,1
2003-01,000001.SS,China_HK,1,1499.814941,10.471068655956062,-5.336000146876763,-4.863294254958039,-4.686470945050091,7.182187268673698,205.2729772752331,176.48827115951045,244.28261073943108,17.26225132075463,1.0385666375383629,32.93713552006381,15.061801848864963,47.86395462919402,-27.597525181866878,0.3400154865225365,0,0,1
2003-02,000001.SS,China_HK,1,1511.932007,0.8079040732799303,10.471068655956062,-5.336000146876763,-4.863294254958039,7.159097436110971,236.19078636169434,210.63462039402552,291.2838772365025,15.061801848864963,19.34765920147381,19.240528973716554,47.86395462919402,-27.597525181866878,-36.85013674083216,0.547533154274486,0,0,1
2003-03,000001.SS,China_HK,1,1510.578003,-0.08955455627178699,0.8079040732799303,10.471068655956062,-5.336000146876763,6.9814432164744735,349.2410371841923,413.45056693784653,352.7903245495212,47.86395462919402,96.28803952760548,21.115637396943754,-27.597525181866878,-36.85013674083216,-8.741552754206271,1.3891505960157058,1,0,0
2003-04,000001.SS,China_HK,1,1521.44397,0.7193251178304161,-0.08955455627178699,0.8079040732799303,10.471068655956062,6.862887061373037,252.85915400187176,326.76046600341795,210.79934641520182,-27.597525181866878,-20.967464520966683,-40.2479796790425,-36.85013674083216,-8.741552754206271,-8.073495492440319,0.5148805034165131,0,0,0
2003-05,000001.SS,China_HK,1,1576.260986,3.6029598907937332,0.7193251178304161,-0.08955455627178699,0.8079040732799303,6.3860817975124275,159.68020999047064,183.58484895767705,150.55725589875252,-36.85013674083216,-43.81668896391011,-28.577930406763798,-8.741552754206271,-8.073495492440319,2.5679680059377485,-0.33859645096062396,0,0,0
2003-06,000001.SS,China_HK,1,1486.024048,-5.724746016139736,3.6029598907937332,0.7193251178304161,-0.08955455627178699,4.891275348155362,145.7216801961263,176.93343124389648,127.7050184249878,-8.741552754206271,-3.623075516059593,-15.178436494042181,-8.073495492440319,2.5679680059377485,-13.59457280674885,-0.5029181585692353,0,0,0
2003-07,000001.SS,China_HK,1,1476.741943,-0.6246268364561436,-5.724746016139736,3.6029598907937332,0.7193251178304161,4.764468036432451,133.95684691398375,166.529414761451,106.6518937387774,-8.073495492440319,-5.880186920754349,-16.485745780285622,2.5679680059377485,-13.59457280674885,-9.404549940243411,-0.6575022098566479,0,0,1
2003-08,000001.SS,China_HK,1,1421.983032,-3.7080893692744477,-0.6246268364561436,-5.724746016139736,3.6029598907937332,4.7978892574128595,137.39681588449787,179.2770211004442,108.98332251271894,2.5679680059377485,7.654867674430843,2.186017230647508,-13.59457280674885,-9.404549940243411,9.037235190035675,-0.6740441743414888,0,0,0
2003-09,000001.SS,China_HK,1,1367.161011,-3.8553217419826535,-3.7080893692744477,-0.6246268364561436,-5.724746016139736,4.71896476549857,118.71830571492514,145.99144999186197,97.7679594039917,-13.59457280674885,-18.56655744515813,-10.290898506437395,-9.404549940243411,9.037235190035675,12.52368017722989,-0.8383518008892655,0,0,0
2003-10,000001.SS,China_HK,1,1348.302979,-1.3793570653544474,-3.8553217419826535,-3.7080893692744477,-0.6246268364561436,4.585616158233827,107.55338336575416,129.5931615521831,91.48407450029927,-9.404549940243411,-11.232362196959455,-6.4273458728196236,9.037235190035675,12.52368017722989,-13.501723875035932,-1.156165429144045,0,0,1
