Index,Date,Close,Adj Close,GPRD,GPRD_ACT,GPRD_THREAT,YearMonth
NYA,2000-02-10,6496.819824,6496.819824,61.44278335571289,58.590457916259766,66.64122009277344,2000-02
NYA,2000-02-11,6391.399902,6391.399902,92.17093658447266,122.51631164550781,65.03044128417969,2000-02
NYA,2000-02-14,6398.060059,6398.060059,76.27622985839844,137.5988006591797,18.121736526489258,2000-02
NYA,2000-02-15,6459.279785,6459.279785,79.7408447265625,66.24616241455078,93.93492889404297,2000-02
NYA,2000-02-16,6396.790039,6396.790039,65.10549926757812,57.11648178100586,69.29569244384766,2000-02
NYA,2000-02-17,6357.560059,6357.560059,65.00541687011719,48.6039924621582,72.07205200195312,2000-02
NYA,2000-02-18,6203.290039,6203.290039,48.79865646362305,68.68016052246094,28.643020629882812,2000-02
NYA,2000-02-22,6239.77002,6239.77002,63.036495208740234,62.84246063232422,73.383544921875,2000-02
NYA,2000-02-23,6224.02002,6224.02002,54.12692642211914,32.376190185546875,67.5123519897461,2000-02
NYA,2000-02-24,6170.509766,6170.509766,34.869136810302734,21.391878128051758,40.14661407470703,2000-02
NYA,2000-02-25,6094.910156,6094.910156,64.51232147216797,67.11000061035156,60.64106750488281,2000-02
NYA,2000-02-28,6177.169922,6177.169922,65.23656463623047,108.39293670654297,36.16416549682617,2000-02
NYA,2000-02-29,6266.419922,6266.419922,46.96457290649414,31.213340759277344,52.07001876831055,2000-02
NYA,2000-03-01,6338.740234,6338.740234,58.6295166015625,63.76259994506836,53.18430709838867,2000-03
NYA,2000-03-02,6360.100098,6360.100098,29.38568115234375,26.63202667236328,31.0992374420166,2000-03
NYA,2000-03-03,6454.950195,6454.950195,51.75886917114258,65.17837524414062,36.243473052978516,2000-03
NYA,2000-03-06,6386.740234,6386.740234,55.84939956665039,55.677490234375,58.0506591796875,2000-03
NYA,2000-03-07,6223.379883,6223.379883,44.294124603271484,44.157779693603516,52.61707305908203,2000-03
NYA,2000-03-08,6251.509766,6251.509766,47.045654296875,27.58873176574707,55.228145599365234,2000-03
NYA,2000-03-09,6375.959961,6375.959961,64.90140533447266,46.585174560546875,73.3958740234375,2000-03
NYA,2000-03-10,6337.259766,6337.259766,39.401824951171875,44.89204788208008,28.08329963684082,2000-03
NYA,2000-03-13,6287.25,6287.25,40.68660354614258,33.80113983154297,39.47088623046875,2000-03
NYA,2000-03-14,6221.899902,6221.899902,55.81134796142578,85.09578704833984,32.759212493896484,2000-03
NYA,2000-03-15,6397.319824,6397.319824,41.7989616394043,15.626363754272461,56.48036193847656,2000-03
NYA,2000-03-16,6708.399902,6708.399902,68.68162536621094,47.40245819091797,87.86295318603516,2000-03
NYA,2000-03-17,6692.959961,6692.959961,73.13109588623047,54.004432678222656,81.08106231689453,2000-03
NYA,2000-03-20,6673.5,6673.5,67.38628387451172,42.42875289916992,94.37271881103516,2000-03
NYA,2000-03-21,6796.689941,6796.689941,59.15299606323242,39.31394577026367,71.04871368408203,2000-03
NYA,2000-03-22,6801.450195,6801.450195,63.19683837890625,47.25173568725586,74.44605255126953,2000-03
NYA,2000-03-23,6897.350098,6897.350098,48.20227813720703,37.37525939941406,57.89579391479492,2000-03
NYA,2000-03-24,6899.359863,6899.359863,54.70797348022461,43.63166046142578,68.2370834350586,2000-03
NYA,2000-03-27,6863.830078,6863.830078,57.174842834472656,56.99885559082031,47.54267501831055,2000-03
NYA,2000-03-28,6824.919922,6824.919922,77.33621215820312,64.24846649169922,85.7433090209961,2000-03
NYA,2000-03-29,6866.160156,6866.160156,20.817394256591797,15.564987182617188,21.63789176940918,2000-03
NYA,2000-03-30,6827.140137,6827.140137,48.7939567565918,21.61945152282715,67.62284088134766,2000-03
NYA,2000-03-31,6848.609863,6848.609863,47.135353088378906,26.105703353881836,56.61430740356445,2000-03
NYA,2000-04-03,6975.069824,6975.069824,33.940242767333984,33.83576965332031,28.222373962402344,2000-04
NYA,2000-04-04,6897.240234,6897.240234,36.67049026489258,42.650550842285156,30.49266242980957,2000-04
NYA,2000-04-05,6878.529785,6878.529785,24.159730911254883,26.761516571044922,17.857398986816406,2000-04
NYA,2000-04-06,6965.870117,6965.870117,26.671236038208008,37.224796295166016,22.177968978881836,2000-04
NYA,2000-04-07,6972.640137,6972.640137,44.91617202758789,50.37515640258789,42.01785659790039,2000-04
NYA,2000-04-10,6975.600098,6975.600098,36.20292282104492,43.30978775024414,24.083093643188477,2000-04
NYA,2000-04-11,6991.350098,6991.350098,65.55722045898438,23.066621780395508,102.61248016357422,2000-04
NYA,2000-04-12,6917.859863,6917.859863,51.269317626953125,34.074337005615234,56.84272384643555,2000-04
NYA,2000-04-13,6815.930176,6815.930176,44.20223617553711,31.105539321899414,47.56599807739258,2000-04
NYA,2000-04-14,6465.72998,6465.72998,53.292789459228516,44.73999786376953,60.64106750488281,2000-04
NYA,2000-04-17,6557.930176,6557.930176,51.45736312866211,32.061859130859375,58.83406448364258,2000-04
NYA,2000-04-18,6712.310059,6712.310059,43.99995040893555,31.331796646118164,47.04085922241211,2000-04
NYA,2000-04-19,6696.029785,6696.029785,63.814788818359375,52.05138397216797,72.35999298095703,2000-04
NYA,2000-04-20,6760.950195,6760.950195,37.8270378112793,43.09783172607422,26.960886001586914,2000-04
NYA,2000-04-24,6790.240234,6790.240234,106.61137390136719,83.50823974609375,120.31166076660156,2000-04
NYA,2000-04-25,6965.660156,6965.660156,76.35995483398438,50.749942779541016,102.80255126953125,2000-04
NYA,2000-04-26,6918.5,6918.5,42.18040466308594,44.853939056396484,32.73603820800781,2000-04
NYA,2000-04-27,6877.680176,6877.680176,51.80146789550781,27.180009841918945,68.01244354248047,2000-04
NYA,2000-04-28,6811.169922,6811.169922,66.14111328125,71.43231964111328,64.16481018066406,2000-04
NYA,2000-05-01,6878.950195,6878.950195,64.5305404663086,50.03593063354492,89.43194580078125,2000-05
NYA,2000-05-02,6827.990234,6827.990234,42.46881866455078,63.50714111328125,35.314151763916016,2000-05
NYA,2000-05-03,6681.649902,6681.649902,76.36284637451172,73.50270080566406,83.20440673828125,2000-05
NYA,2000-05-04,6676.990234,6676.990234,75.8204116821289,93.8321762084961,52.1768684387207,2000-05
NYA,2000-05-05,6749.529785,6749.529785,90.94403839111328,115.39067077636719,77.91441345214844,2000-05
NYA,2000-05-08,6770.359863,6770.359863,95.9649429321289,99.2128677368164,100.48619079589844,2000-05
NYA,2000-05-09,6727.959961,6727.959961,102.91472625732422,115.42268371582031,85.57682037353516,2000-05
NYA,2000-05-10,6644.109863,6644.109863,93.15740966796875,109.25959014892578,95.68995666503906,2000-05
NYA,2000-05-11,6734.299805,6734.299805,93.48970794677734,100.75885009765625,92.44711303710938,2000-05
NYA,2000-05-12,6797.430176,6797.430176,97.10206604003906,105.10059356689453,78.43645477294922,2000-05
NYA,2000-05-15,6934.040039,6934.040039,76.79293060302734,62.63718032836914,92.88105010986328,2000-05
NYA,2000-05-16,6966.290039,6966.290039,117.20443725585938,110.69401550292969,138.49461364746094,2000-05
NYA,2000-05-17,6883.290039,6883.290039,31.423566818237305,36.5479850769043,39.194522857666016,2000-05
NYA,2000-05-18,6868.589844,6868.589844,98.052001953125,105.67588806152344,88.14412689208984,2000-05
NYA,2000-05-19,6762.430176,6762.430176,104.28962707519531,82.08047485351562,114.10537719726562,2000-05
NYA,2000-05-22,6713.470215,6713.470215,116.4161148071289,140.67608642578125,111.47087097167969,2000-05
NYA,2000-05-23,6664.410156,6664.410156,86.82132720947266,93.21208953857422,77.74809265136719,2000-05
NYA,2000-05-24,6716.220215,6716.220215,89.771484375,107.3941879272461,69.67127990722656,2000-05
NYA,2000-05-25,6659.339844,6659.339844,46.98677444458008,67.66087341308594,34.72975540161133,2000-05
NYA,2000-05-26,6649.709961,6649.709961,75.10903930664062,77.4598388671875,64.60916137695312,2000-05
NYA,2000-05-30,6781.779785,6781.779785,78.78133392333984,97.23857116699219,68.62863159179688,2000-05
NYA,2000-05-31,6805.25,6805.25,82.66657257080078,52.979217529296875,98.19977569580078,2000-05
NYA,2000-06-01,6888.359863,6888.359863,114.40997314453125,74.27019500732422,146.02188110351562,2000-06
NYA,2000-06-02,6975.379883,6975.379883,64.7315673828125,50.50355529785156,74.88880157470703,2000-06
NYA,2000-06-05,6927.490234,6927.490234,108.49020385742188,100.94584655761719,132.31240844726562,2000-06
NYA,2000-06-06,6904.649902,6904.649902,89.44252014160156,76.42903900146484,100.93649291992188,2000-06
NYA,2000-06-07,6935.100098,6935.100098,67.75706481933594,65.04670715332031,83.46981811523438,2000-06
NYA,2000-06-08,6893.439941,6893.439941,49.01774597167969,30.86328125,55.77655792236328,2000-06
NYA,2000-06-09,6856.430176,6856.430176,50.47216033935547,52.965057373046875,53.01370620727539,2000-06
NYA,2000-06-12,6838.879883,6838.879883,52.916419982910156,35.16902160644531,58.66887664794922,2000-06
NYA,2000-06-13,6911.310059,6911.310059,71.87647247314453,99.69422912597656,57.168949127197266,2000-06
NYA,2000-06-14,6944.089844,6944.089844,40.82868957519531,43.41654968261719,31.68697738647461,2000-06
NYA,2000-06-15,6951.589844,6951.589844,67.55039978027344,46.62171173095703,77.77422332763672,2000-06
NYA,2000-06-16,6869.540039,6869.540039,77.17451477050781,82.85519409179688,69.10942077636719,2000-06
NYA,2000-06-19,6918.919922,6918.919922,67.1705322265625,28.19527244567871,94.07056427001953,2000-06
NYA,2000-06-20,6865.100098,6865.100098,49.3033332824707,30.7197322845459,61.49589920043945,2000-06
NYA,2000-06-21,6862.140137,6862.140137,71.89656829833984,63.711341857910156,79.71232604980469,2000-06
NYA,2000-06-22,6783.470215,6783.470215,44.55194091796875,10.450542449951172,65.3758773803711,2000-06
NYA,2000-06-23,6766.759766,6766.759766,36.248634338378906,27.797739028930664,46.37211990356445,2000-06
NYA,2000-06-26,6808.850098,6808.850098,42.51424026489258,28.255584716796875,47.135894775390625,2000-06
NYA,2000-06-27,6806.419922,6806.419922,46.22187423706055,49.151573181152344,46.12192153930664,2000-06
NYA,2000-06-28,6811.700195,6811.700195,61.60311508178711,16.749135971069336,88.47941589355469,2000-06
NYA,2000-06-29,6796.27002,6796.27002,49.519107818603516,36.375450134277344,56.3470458984375,2000-06
NYA,2000-06-30,6798.169922,6798.169922,65.16526794433594,37.896060943603516,85.7960205078125,2000-06
NYA,2000-07-03,6874.930176,6874.930176,32.7256965637207,14.499983787536621,42.33046340942383,2000-07
NYA,2000-07-05,6819.0,6819.0,77.9427719116211,51.80190658569336,97.21778869628906,2000-07
NYA,2000-07-06,6827.990234,6827.990234,73.67324829101562,48.964317321777344,81.6821517944336,2000-07
NYA,2000-07-07,6919.029785,6919.029785,66.59882354736328,63.50714111328125,77.04905700683594,2000-07
NYA,2000-07-10,6939.430176,6939.430176,64.32170104980469,56.99885559082031,77.25685119628906,2000-07
NYA,2000-07-11,6977.600098,6977.600098,45.60073471069336,32.4716911315918,48.752281188964844,2000-07
NYA,2000-07-12,6990.609863,6990.609863,34.06239318847656,33.95754623413086,33.04460525512695,2000-07
NYA,2000-07-13,6975.600098,6975.600098,62.340877532958984,28.249540328979492,80.11388397216797,2000-07
NYA,2000-07-14,7018.839844,7018.839844,64.84175109863281,28.105287551879883,84.393310546875,2000-07
NYA,2000-07-17,7012.5,7012.5,56.746341705322266,56.57167053222656,53.084659576416016,2000-07
NYA,2000-07-18,6959.740234,6959.740234,31.974590301513672,25.50093650817871,31.90544891357422,2000-07
NYA,2000-07-19,6946.410156,6946.410156,63.04194259643555,22.85378074645996,95.3115463256836,2000-07
NYA,2000-07-20,6980.669922,6980.669922,65.56942749023438,31.37645149230957,91.59870147705078,2000-07
NYA,2000-07-21,6929.810059,6929.810059,22.82561683654785,17.066518783569336,28.47032356262207,2000-07
NYA,2000-07-24,6883.5,6883.5,57.735382080078125,43.168251037597656,60.0109748840332,2000-07
NYA,2000-07-25,6899.990234,6899.990234,50.42919158935547,87.97944641113281,26.208410263061523,2000-07
NYA,2000-07-26,6818.049805,6818.049805,39.0041618347168,33.32923126220703,37.06649398803711,2000-07
NYA,2000-07-27,6843.319824,6843.319824,74.02385711669922,57.98257827758789,79.13977813720703,2000-07
NYA,2000-07-28,6758.310059,6758.310059,38.8308219909668,23.822336196899414,49.67544937133789,2000-07
NYA,2000-07-31,6773.850098,6773.850098,47.79509353637695,36.65229034423828,55.028934478759766,2000-07
NYA,2000-08-01,6851.350098,6851.350098,55.645904541015625,58.73782730102539,54.436832427978516,2000-08
NYA,2000-08-02,6876.200195,6876.200195,55.11277389526367,40.484413146972656,62.71199417114258,2000-08
NYA,2000-08-03,6891.009766,6891.009766,45.49449157714844,73.70098876953125,23.643810272216797,2000-08
NYA,2000-08-04,6955.290039,6955.290039,55.79679489135742,40.98687744140625,73.2580795288086,2000-08
NYA,2000-08-07,7015.879883,7015.879883,35.53409957885742,23.61648178100586,39.39695739746094,2000-08
NYA,2000-08-08,7038.930176,7038.930176,73.07135009765625,62.439796447753906,86.80159759521484,2000-08
NYA,2000-08-09,6984.689941,6984.689941,59.208641052246094,80.77295684814453,36.27756881713867,2000-08
NYA,2000-08-10,6970.72998,6970.72998,56.879737854003906,59.40488052368164,54.054039001464844,2000-08
NYA,2000-08-11,7028.779785,7028.779785,38.31261444091797,29.38052749633789,39.210018157958984,2000-08
NYA,2000-08-14,7106.080078,7106.080078,41.75505447387695,48.56428527832031,52.080955505371094,2000-08
NYA,2000-08-15,7063.359863,7063.359863,67.05602264404297,66.84961700439453,61.33510208129883,2000-08
NYA,2000-08-16,7044.75,7044.75,57.11323547363281,45.549949645996094,61.7388801574707,2000-08
NYA,2000-08-17,7096.97998,7096.97998,39.466651916503906,41.96818161010742,43.75701141357422,2000-08
NYA,2000-08-18,7073.299805,7073.299805,32.449642181396484,21.56650733947754,40.474342346191406,2000-08
NYA,2000-08-21,7096.669922,7096.669922,46.706485748291016,7.1634955406188965,71.70075225830078,2000-08
NYA,2000-08-22,7101.529785,7101.529785,46.96115493774414,14.405108451843262,66.08406066894531,2000-08
NYA,2000-08-23,7107.870117,7107.870117,45.9228401184082,30.520992279052734,56.00654602050781,2000-08
NYA,2000-08-24,7104.910156,7104.910156,45.1842155456543,33.78384780883789,46.965110778808594,2000-08
NYA,2000-08-25,7111.149902,7111.149902,50.916500091552734,41.80216979980469,54.79121398925781,2000-08
NYA,2000-08-28,7140.02002,7140.02002,100.5026626586914,112.21649932861328,93.59963989257812,2000-08
NYA,2000-08-29,7120.77002,7120.77002,50.4634895324707,21.560640335083008,65.94023895263672,2000-08
NYA,2000-08-30,7089.259766,7089.259766,58.00809860229492,48.69856262207031,60.92911911010742,2000-08
NYA,2000-08-31,7132.299805,7132.299805,42.07325744628906,50.33250045776367,32.65288162231445,2000-08
NYA,2000-09-01,7164.549805,7164.549805,45.336238861083984,30.13112449645996,55.291133880615234,2000-09
NYA,2000-09-05,7149.959961,7149.959961,52.97283172607422,77.45433807373047,29.365713119506836,2000-09
NYA,2000-09-06,7131.560059,7131.560059,54.75318145751953,32.750789642333984,72.84638214111328,2000-09
NYA,2000-09-07,7142.450195,7142.450195,39.91045379638672,26.525070190429688,44.249053955078125,2000-09
NYA,2000-09-08,7144.990234,7144.990234,36.83554458618164,31.47613525390625,35.00560760498047,2000-09
NYA,2000-09-11,7160.950195,7160.950195,59.74571228027344,52.94382858276367,66.24057006835938,2000-09
NYA,2000-09-12,7146.149902,7146.149902,69.60504913330078,37.84952926635742,84.18731689453125,2000-09
NYA,2000-09-13,7139.589844,7139.589844,60.902523040771484,15.838711738586426,88.07366180419922,2000-09
NYA,2000-09-14,7131.140137,7131.140137,53.63447952270508,10.184645652770996,80.70249938964844,2000-09
NYA,2000-09-15,7078.27002,7078.27002,60.371681213378906,36.63486099243164,74.2100830078125,2000-09
NYA,2000-09-18,6976.339844,6976.339844,95.46304321289062,63.446136474609375,116.42475128173828,2000-09
NYA,2000-09-19,6990.399902,6990.399902,64.20835876464844,58.19156265258789,63.09877014160156,2000-09
NYA,2000-09-20,6913.529785,6913.529785,60.274166107177734,50.0738639831543,71.00312805175781,2000-09
NYA,2000-09-21,6917.649902,6917.649902,50.999942779541016,19.368745803833008,72.69951629638672,2000-09
NYA,2000-09-22,6971.680176,6971.680176,59.46269607543945,39.519779205322266,82.40849304199219,2000-09
NYA,2000-09-25,6973.160156,6973.160156,44.37889862060547,25.28131103515625,63.26133346557617,2000-09
NYA,2000-09-26,6924.0,6924.0,55.257930755615234,23.194881439208984,72.55058288574219,2000-09
NYA,2000-09-27,6936.899902,6936.899902,45.231849670410156,31.83008575439453,57.523773193359375,2000-09
NYA,2000-09-28,7060.609863,7060.609863,21.761394500732422,14.462940216064453,28.14821434020996,2000-09
NYA,2000-09-29,7010.810059,7010.810059,32.67327880859375,25.05592918395996,37.618412017822266,2000-09
NYA,2000-10-02,7046.02002,7046.02002,39.240684509277344,32.59991455078125,43.5064811706543,2000-10
NYA,2000-10-03,7027.509766,7027.509766,66.31450653076172,81.8509521484375,42.013404846191406,2000-10
NYA,2000-10-04,7033.009766,7033.009766,71.06168365478516,49.04512023925781,86.3623275756836,2000-10
NYA,2000-10-05,7061.879883,7061.879883,42.299346923828125,42.16914749145508,39.569889068603516,2000-10
NYA,2000-10-06,6937.640137,6937.640137,82.2469711303711,28.273727416992188,117.9154052734375,2000-10
NYA,2000-10-09,6910.459961,6910.459961,114.96981048583984,93.12544250488281,167.3017578125,2000-10
NYA,2000-10-10,6876.72998,6876.72998,103.62220001220703,39.98834991455078,138.97598266601562,2000-10
NYA,2000-10-11,6771.629883,6771.629883,82.19770812988281,65.55575561523438,91.13329315185547,2000-10
NYA,2000-10-12,6599.279785,6599.279785,28.64641761779785,31.154447555541992,25.985885620117188,2000-10
NYA,2000-10-13,6741.919922,6741.919922,195.9777069091797,287.6346435546875,176.541748046875,2000-10
NYA,2000-10-16,6784.850098,6784.850098,110.08533477783203,99.76952362060547,138.69607543945312,2000-10
NYA,2000-10-17,6655.740234,6655.740234,96.69453430175781,124.38309478759766,82.99822998046875,2000-10
NYA,2000-10-18,6609.740234,6609.740234,77.65922546386719,90.76849365234375,71.25636291503906,2000-10
NYA,2000-10-19,6753.02002,6753.02002,72.3268051147461,62.49028396606445,84.19880676269531,2000-10
NYA,2000-10-20,6790.129883,6790.129883,57.72939682006836,60.292259216308594,59.43327713012695,2000-10
NYA,2000-10-23,6791.399902,6791.399902,85.01548767089844,121.07685852050781,65.64353942871094,2000-10
NYA,2000-10-24,6836.339844,6836.339844,65.13475799560547,68.02637481689453,77.37370300292969,2000-10
NYA,2000-10-25,6730.180176,6730.180176,45.72562789916992,40.519893646240234,50.69639205932617,2000-10
NYA,2000-10-26,6698.25,6698.25,64.76417541503906,52.608375549316406,79.78287506103516,2000-10
NYA,2000-10-27,6777.870117,6777.870117,35.32680892944336,32.50898742675781,31.63498878479004,2000-10
NYA,2000-10-30,6920.819824,6920.819824,59.74571228027344,79.41574096679688,38.64033508300781,2000-10
NYA,2000-10-31,7042.319824,7042.319824,86.54456329345703,101.15371704101562,84.3721923828125,2000-10
NYA,2000-11-01,7026.240234,7026.240234,50.880184173583984,58.7325553894043,48.98875045776367,2000-11
NYA,2000-11-02,7012.819824,7012.819824,42.62956237792969,54.99785614013672,29.192319869995117,2000-11
NYA,2000-11-03,6992.939941,6992.939941,75.16361236572266,64.22764587402344,89.28699493408203,2000-11
NYA,2000-11-06,7035.649902,7035.649902,54.356807708740234,38.25140380859375,63.81089782714844,2000-11
NYA,2000-11-07,7026.459961,7026.459961,45.068946838378906,51.34882354736328,37.47624206542969,2000-11
NYA,2000-11-08,6997.689941,6997.689941,60.37820053100586,71.13641357421875,50.20636749267578,2000-11
NYA,2000-11-09,6938.47998,6938.47998,44.26593780517578,53.936279296875,36.80851364135742,2000-11
NYA,2000-11-10,6835.279785,6835.279785,33.77519989013672,56.982093811035156,21.603952407836914,2000-11
NYA,2000-11-13,6757.140137,6757.140137,43.06338119506836,52.83794403076172,38.563053131103516,2000-11
NYA,2000-11-14,6857.279785,6857.279785,47.845069885253906,50.50355529785156,42.12495422363281,2000-11
NYA,2000-11-15,6884.450195,6884.450195,32.47615432739258,14.942856788635254,45.70066833496094,2000-11
NYA,2000-11-16,6841.419922,6841.419922,23.593788146972656,14.112698554992676,31.390356063842773,2000-11
NYA,2000-11-17,6806.72998,6806.72998,29.721242904663086,10.774457931518555,44.934810638427734,2000-11
NYA,2000-11-20,6707.339844,6707.339844,59.21173858642578,59.029476165771484,54.70712661743164,2000-11
NYA,2000-11-21,6716.75,6716.75,54.05821990966797,59.87980651855469,49.94567108154297,2000-11
NYA,2000-11-22,6624.02002,6624.02002,69.79949951171875,52.1884880065918,77.38729095458984,2000-11
NYA,2000-11-24,6683.549805,6683.549805,80.64862823486328,65.51142883300781,99.35089874267578,2000-11
NYA,2000-11-27,6734.72998,6734.72998,37.72075271606445,61.53487014770508,22.811626434326172,2000-11
NYA,2000-11-28,6707.22998,6707.22998,59.208641052246094,49.70643615722656,62.19011306762695,2000-11
NYA,2000-11-29,6739.910156,6739.910156,47.68090057373047,55.03952407836914,54.25537872314453,2000-11
NYA,2000-11-30,6659.120117,6659.120117,46.15032196044922,46.00826644897461,51.16725158691406,2000-11
NYA,2000-12-01,6677.209961,6677.209961,25.286775588989258,28.00993537902832,23.363052368164062,2000-12
NYA,2000-12-04,6739.799805,6739.799805,44.25835418701172,33.940093994140625,50.956905364990234,2000-12
NYA,2000-12-05,6907.5,6907.5,27.78481674194336,24.62159538269043,25.671052932739258,2000-12
NYA,2000-12-06,6827.669922,6827.669922,49.64714431762695,54.993690490722656,45.87017059326172,2000-12
NYA,2000-12-07,6817.72998,6817.72998,26.46204948425293,19.185890197753906,28.0051212310791,2000-12
NYA,2000-12-08,6929.709961,6929.709961,49.5234375,49.371002197265625,45.75587463378906,2000-12
NYA,2000-12-11,6952.549805,6952.549805,59.507205963134766,65.91559600830078,49.48210525512695,2000-12
NYA,2000-12-12,6925.790039,6925.790039,37.894004821777344,31.481136322021484,36.76172637939453,2000-12
NYA,2000-12-13,6907.819824,6907.819824,50.14820861816406,61.10358810424805,50.966426849365234,2000-12
NYA,2000-12-14,6826.189941,6826.189941,42.43681335449219,54.749183654785156,29.060327529907227,2000-12
NYA,2000-12-15,6723.410156,6723.410156,58.407997131347656,61.000980377197266,64.75743103027344,2000-12
NYA,2000-12-18,6801.339844,6801.339844,58.30702209472656,43.59566116333008,72.7261734008789,2000-12
NYA,2000-12-19,6765.709961,6765.709961,46.42237091064453,26.445415496826172,60.65974426269531,2000-12
NYA,2000-12-20,6608.259766,6608.259766,71.7411117553711,49.753238677978516,88.18562316894531,2000-12
NYA,2000-12-21,6653.839844,6653.839844,75.59241485595703,53.8283805847168,89.79637145996094,2000-12
NYA,2000-12-22,6762.430176,6762.430176,38.65653610229492,47.43082809448242,44.507240295410156,2000-12
NYA,2000-12-26,6831.580078,6831.580078,40.46767044067383,46.106407165527344,28.842971801757812,2000-12
NYA,2000-12-27,6911.620117,6911.620117,60.892791748046875,72.84642791748047,40.507408142089844,2000-12
NYA,2000-12-28,6977.600098,6977.600098,56.2087287902832,22.41428565979004,74.78291320800781,2000-12
NYA,2000-12-29,6945.569824,6945.569824,53.1996955871582,49.50020980834961,58.98295211791992,2000-12
NYA,2001-01-02,6785.689941,6785.689941,48.00822830200195,43.50950241088867,58.065956115722656,2001-01
NYA,2001-01-03,6968.830078,6968.830078,31.81761932373047,35.24409103393555,23.517641067504883,2001-01
NYA,2001-01-04,6894.810059,6894.810059,55.39410400390625,38.65652084350586,59.88051986694336,2001-01
NYA,2001-01-05,6774.060059,6774.060059,66.85916900634766,60.59396743774414,75.8120346069336,2001-01
NYA,2001-01-08,6759.049805,6759.049805,57.60987091064453,35.89533996582031,77.84467315673828,2001-01
NYA,2001-01-09,6754.819824,6754.819824,59.37621307373047,43.61622619628906,67.56330108642578,2001-01
NYA,2001-01-10,6802.399902,6802.399902,45.007713317871094,53.84300994873047,54.89047622680664,2001-01
NYA,2001-01-11,6835.490234,6835.490234,60.467506408691406,52.41859436035156,61.21119689941406,2001-01
NYA,2001-01-12,6813.290039,6813.290039,55.76713562011719,27.797739028930664,69.55817413330078,2001-01
NYA,2001-01-16,6874.830078,6874.830078,64.81851959228516,61.2180061340332,73.75601959228516,2001-01
NYA,2001-01-17,6852.410156,6852.410156,44.02083206176758,49.371002197265625,41.18029022216797,2001-01
NYA,2001-01-18,6889.0,6889.0,44.69731521606445,34.657569885253906,53.68598175048828,2001-01
NYA,2001-01-19,6836.660156,6836.660156,43.58641815185547,32.58918762207031,49.834774017333984,2001-01
NYA,2001-01-22,6853.790039,6853.790039,28.434057235717773,21.25990104675293,35.46571350097656,2001-01
NYA,2001-01-23,6928.120117,6928.120117,62.56029510498047,68.60450744628906,62.42501449584961,2001-01
NYA,2001-01-24,6939.120117,6939.120117,52.95401382446289,46.92534637451172,63.60310745239258,2001-01
