Index,YearMonth,Close_last,Stock_monthly_pct,GPRD_mean,GPRD_ACT_mean,GPRD_THREAT_mean,GPRD_monthly_pct,GPRD_ACT_monthly_pct,GPRD_THREAT_monthly_pct
000001.SS,2004-05,1555.906006,-2.486923565102217,121.83138078258884,160.97313985516948,91.7239502937563,-18.08536449217786,-20.903503881710396,-24.018985858073037
000001.SS,2004-06,1399.161987,-10.074131624632344,136.9921531677246,177.06919593811034,107.51701380411784,12.444061856436273,9.9992185636826,17.21803679386078
000001.SS,2004-07,1386.202026,-0.9262659449309374,130.39895802159464,159.34060545890563,120.38267381729618,-4.812826861738328,-10.012238653526872,11.96616196634508
000001.SS,2004-08,1342.062012,-3.18424105376397,139.9520955239573,177.53836158014113,126.08562567926222,7.326084232038577,11.420664600103292,4.737352711255904
000001.SS,2004-09,1396.699951,4.071193321281497,152.970458984375,188.2974100748698,129.69852345784506,9.302013958189859,6.060126047672232,2.8654319309747045
000001.SS,2004-10,1320.536011,-5.453135438679491,118.0625233804026,147.26095236501385,96.84527255642799,-22.82005024743897,-21.793426523253423,-25.33047410681982
000001.SS,2004-11,1340.770996,1.532331176995072,124.46195271809896,154.47430343627929,99.13031984965006,5.420373167086323,4.898346068946902,2.3594825363217
000001.SS,2004-12,1266.495972,-5.53972484649422,107.17075778592017,141.9146915558846,79.30897829609532,-13.892755620942731,-8.130550907824963,-19.995236153396423
000001.SS,2005-01,1191.822998,-5.896029332180131,99.38704164566532,126.41269216229838,77.36354717131584,-7.26291042543833,-10.923463401589872,-2.4529771616982887
000001.SS,2005-02,1306.003052,9.580286182730635,109.60796138218471,108.7996129989624,105.78578090667725,10.283956104618763,-13.932999022537196,36.73853484564569
000001.SS,2005-03,1181.235962,-9.553353631825978,90.47840487572455,87.14632021996283,87.85526915519468,-17.45270714392596,-19.901994301400748,-16.94983162935727
000001.SS,2005-04,1159.145996,-1.8700722557242977,86.93658548990885,102.42798690795898,72.97031523386637,-3.9145466707558807,17.535641951862413,-16.942585304740586
000001.SS,2005-05,1060.738037,-8.489694942620485,98.79405889203471,105.33132522336898,90.99365062098349,13.63922143399825,2.834516622902017,24.69954436862878
000001.SS,2005-06,1080.937988,1.9043298435049705,81.75722109476725,95.1893081665039,69.31578687032064,-17.244799928592734,-9.628680770281385,-23.82349054326638
000001.SS,2005-07,1083.032959,0.19381047046707067,164.77051716466104,237.00151295815743,116.65942007495511,101.53634744222848,148.97913171466425,68.30137165319535
000001.SS,2005-08,1162.797974,7.364966535612161,116.88755367648217,143.29871208437027,94.36514368364888,-29.06039521641346,-39.53679438760814,-19.11056679090457
000001.SS,2005-09,1155.614014,-0.6178166939255547,103.76748135884603,130.99529851277669,78.09897527694702,-11.224524686306193,-8.585850767695435,-17.237475376748023
000001.SS,2005-10,1092.817017,-5.434080604702663,87.41865994853359,105.815919445407,73.7711932274603,-15.755245474037638,-19.221589899208325,-5.541406957184714
000001.SS,2005-11,1099.260986,0.5896658726718851,82.0722770690918,93.67955487569174,70.19666430155436,-6.115837148029257,-11.469318258843575,-4.84542647274867
000001.SS,2005-12,1161.057007,5.621596853433686,95.3541398817493,131.53387844947076,69.47696587347215,16.183129415888263,40.40830854075885,-1.0252601533749406
000001.SS,2006-01,1258.046021,8.353510070156279,93.70335646598569,99.09636282151745,89.04377758887506,-1.7312131574054201,-24.660958842184765,28.163019886385033
000001.SS,2006-02,1299.030029,3.2577510930341225,96.56065307344709,102.5961035319737,90.61754550252643,3.0493001694113175,3.5316540494625848,1.7674091960896199
000001.SS,2006-03,1298.295044,-0.056579523459199255,91.85162070489699,96.46455383300781,86.54391436423025,-4.876761101613781,-5.976396264459504,-4.495411032935781
000001.SS,2006-04,1440.223022,10.931873972400364,89.32775522867838,92.80472908020019,86.14640655517579,-2.7477636832640484,-3.7939580989958643,-0.45931341559326544
000001.SS,2006-05,1641.300049,13.961520120735859,84.38873118738974,80.68312811082409,83.90371753323463,-5.529103500524313,-13.06140440203304,-2.603345991576267
000001.SS,2006-06,1672.21106,1.8833248082112286,102.32296142578124,114.45484237670898,90.22701250712076,21.25192544792216,41.857219788872115,7.536370449118013
000001.SS,2006-07,1612.733032,-3.5568493369491305,137.44066902898973,144.67092710925687,133.83614447809035,34.3204566344385,26.40000554375559,48.33267860611912
000001.SS,2006-08,1658.637939,2.8464045870674415,147.491208968624,160.77977629630797,141.31128421906502,7.312638981344266,11.134821286439633,5.585292201986869
000001.SS,2006-09,1752.42395,5.654399238964958,113.61922556559244,117.84904912312825,111.18667894999186,-22.965425288660548,-26.701571654174238,-21.317904961059643
000001.SS,2006-10,1837.993042,4.882899026802279,112.73245288479713,100.46679675194525,124.12324234747118,-0.7804776668569935,-14.749590684454382,11.634993975580254
000001.SS,2006-11,2099.289063,14.216377049810403,87.80542017618815,84.66829687754313,86.73696505228678,-22.11167420803153,-15.7250956387203,-30.120287375772126
000001.SS,2006-12,2675.474121,27.446675551036304,91.50775527954102,79.05746866041615,96.69359145625945,4.216522278378543,-6.626834865052256,11.479103975992967
000001.SS,2007-01,2786.334961,4.14359605012975,97.40868709933373,96.73051378803868,95.33105973274478,6.4485592524549995,22.35468125539841,-1.4091230897458562
000001.SS,2007-02,2881.072998,3.400095046935747,95.05105536324638,89.62849848611015,97.72646740504673,-2.420350593251641,-7.342063040718328,2.5127253164051178
000001.SS,2007-03,3183.98291,10.513788168861948,86.13590178951141,82.20472852645382,85.6678963938067,-9.379331496809673,-8.282823080882917,-12.339104575693804
000001.SS,2007-04,3841.271973,20.643611526168648,75.71304588317871,82.1852602005005,68.55693855285645,-12.100478069879417,-0.023682732492769087,-19.973594031412766
000001.SS,2007-05,4109.653809,6.986795985455729,91.82276621172505,103.15781870195943,82.37121458976499,21.277337532296347,25.518637344815765,20.150077189135175
000001.SS,2007-06,3820.702881,-7.031028437655928,98.5847110748291,110.01365140279134,88.00655695597331,7.364126721593589,6.645965169775048,6.841397682763484
000001.SS,2007-07,4471.032227,17.021196524702997,113.9830302576865,129.01673864549207,104.86104534518334,15.619378517191729,17.2733901660304,19.151400727609147
000001.SS,2007-08,5218.825195,16.725286914376802,83.12109104279548,100.07418700187436,73.35449858634702,-27.075906953096485,-22.433175685168337,-30.045997210043584
000001.SS,2007-09,5552.300781,6.389859279431165,92.71907399495443,90.46699282328288,93.58469161987304,11.546988654440726,-9.600072172868657,27.578667189324
000001.SS,2007-10,5954.765137,7.248605071563041,100.96206135903635,95.91243030178931,103.74951417984501,8.890282235271773,6.019253330486496,10.861629593502276
000001.SS,2007-11,4871.777832,-18.186902087386226,89.11012655893961,80.4546085993449,95.28441146214803,-11.738998432242253,-16.116598916121973,-8.159173355764459
000001.SS,2007-12,5261.562988,8.000881186324182,94.64804052537487,85.06247354322865,97.48771335232642,6.2146853340762975,5.727285265696103,2.3123424454939867
000001.SS,2008-01,4383.393066,-16.690286213485127,80.78886364352319,81.53163952981272,76.77330804640248,-14.642856634877798,-4.150871549275559,-21.248221538503877
000001.SS,2008-02,4348.542969,-0.7950484128452007,81.6396739565093,88.45064189516265,72.8041961275298,1.0531282092792749,8.48627895287195,-5.169911288013928
000001.SS,2008-03,3472.712891,-20.140770925885732,78.19353657384073,84.13256103761735,72.61432629246866,-4.221155249228914,-4.881910142227531,-0.2607951809928011
000001.SS,2008-04,3693.105957,6.346423471147822,71.86557184855143,70.36499150594075,69.58370641072591,-8.092695384500992,-16.364139355654284,-4.173583969554883
000001.SS,2008-05,3433.354004,-7.033428123221331,73.08874597857076,75.19145030360067,71.38500275150422,1.7020307479039154,6.85917626701118,2.588675472596913
000001.SS,2008-06,2736.103027,-20.308158616550276,86.7860169728597,80.27725048065186,87.26098276774088,18.740602004999385,6.763801145630577,22.23993752791742
000001.SS,2008-07,2775.717041,1.4478261092176314,89.47498493809854,87.2099857945596,84.52966382426601,3.0983884950956497,8.635989987697258,-3.130057508915207
000001.SS,2008-08,2397.368896,-13.630645321963131,88.47457368912235,105.41860654277187,75.39880838701802,-1.1180904357439236,20.879054826480868,-10.801954040927797
000001.SS,2008-09,2293.783936,-4.320776838843255,89.21801058451335,95.21897468566894,82.42706019083658,0.8402831055205118,-9.675362055715087,9.321436179392805
000001.SS,2008-10,1728.786011,-24.63169769970871,64.97080649099043,76.1353960960142,53.63574997071297,-27.17747676132537,-20.041781223387755,-34.929439620272106
000001.SS,2008-11,1871.156006,8.235258389073108,79.13092206319173,96.24985440572102,67.7355552037557,21.79458180831557,26.41932575531689,26.288073236119036
000001.SS,2008-12,1820.805054,-2.6909008034897153,94.08670757662865,107.55399310204291,87.6594942154423,18.90005212057766,11.744577450134797,29.414299405612443
000001.SS,2009-01,1990.656982,9.328397217860541,86.23219754618984,91.03520405677057,87.53845571702526,-8.348161215059768,-15.358601358110413,-0.1380780250905378
000001.SS,2009-02,2082.852051,4.631389025515187,67.12189470018659,63.14009993416922,65.29873490333557,-22.161447104217558,-30.642106437423532,-25.40565815506419
000001.SS,2009-03,2373.212891,13.940540801282308,72.05849173761183,73.33846209126133,69.22285332218293,7.35467474432232,16.151957579612763,6.0094861327044
000001.SS,2009-04,2477.569092,4.397254093627789,85.95789963404337,83.50890401204427,85.18863232930501,19.28906303929281,13.86781455565156,23.06431798298285
000001.SS,2009-05,2632.929932,6.270696567117162,91.18033575242565,93.24943800895444,89.41171313870338,6.075574369099579,11.664066379682492,4.957329040186531
000001.SS,2009-06,2959.362061,12.398056060384356,81.25230356852214,73.67756567001342,81.75211544036866,-10.888347911835139,-20.988729537503048,-8.566660261226033
000001.SS,2009-07,3412.062012,15.297214118066638,81.08385159892421,76.3114563111336,80.97563048331968,-0.2073196231979657,3.5748882542032234,-0.9498041156076997
000001.SS,2009-08,2667.745117,-21.814283925153934,73.76000755063949,78.4546751206921,65.25164118120748,-9.032432357199339,2.8085151472149406,-19.418174589392322
000001.SS,2009-09,2779.426025,4.186341014676498,91.13029925028484,75.68046391805014,96.45980974833171,23.549742301368237,-3.5360686898189386,47.82740786619817
000001.SS,2009-10,2995.8479,7.786567192411598,90.38770306494928,89.20428694448164,89.28504986916819,-0.8148729801666255,17.869635473000866,-7.4380821379212865
000001.SS,2009-11,3195.301025,6.657651912168161,81.02965710957845,82.64781697591145,73.95016460418701,-10.353229076577463,-7.349949417398238,-17.175199305428855
000001.SS,2009-12,3277.138916,2.5611950285654217,95.82213678667623,100.3492317199707,92.03632293208953,18.25563652218536,21.41788542245284,24.457225247174776
000001.SS,2010-01,2989.291992,-8.783482524791452,93.6784295112856,102.653564453125,87.86365244465489,-2.2371733163945695,2.296313278794848,-4.53372142052385
000001.SS,2010-02,3051.943115,2.095851565108675,81.47286292484829,81.01815795898438,80.05752774647304,-13.029217772023905,-21.07613759872904,-8.88436171384852
000001.SS,2010-03,3109.10498,1.8729662659521695,72.72510971561555,67.32707777330953,73.52030064982753,-10.73701462694614,-16.898779891547267,-8.165661969162553
000001.SS,2010-04,2870.611084,-7.67082158801855,88.62468554178874,79.6067726135254,92.83870468139648,21.862566984562726,18.238865024799743,26.2762854080008
000001.SS,2010-05,2592.145996,-9.700550853164614,87.13836805282101,83.16650359861312,86.94786573225453,-1.6770919748616664,4.471643389400404,-6.345240349225156
000001.SS,2010-06,2398.370117,-7.4755001955530425,96.34650853474935,69.67944971720378,111.88416697184245,10.567262949366473,-16.216930251753723,28.67960131002669
000001.SS,2010-07,2637.50293,9.970638447543667,79.39271330064342,81.76249122619629,76.34224307152533,-17.59668875597209,17.340896861315503,-31.766714506854075
000001.SS,2010-08,2638.798096,0.04910576535359645,81.61330942953786,84.75737048733619,74.11711311340332,2.79697724964445,3.6629011863820837,-2.9146772070048788
000001.SS,2010-09,2655.657959,0.6389220541562768,71.82437750498454,70.37432320912679,69.72902139027913,-11.994283766920088,-16.969671422685785,-5.920483865055792
000001.SS,2010-10,2978.834961,12.169375988528785,65.55662228984218,74.25972569373346,63.16021014798072,-8.726501270000398,5.521051297446489,-9.4204839123329
000001.SS,2010-11,2820.180908,-5.326043741165831,95.60385462443034,80.85895284016927,102.02185897827148,45.83401536726808,8.886683979486731,61.528688297965076
000001.SS,2010-12,2808.076904,-0.42919246654228305,97.89414264309791,94.39043466506466,98.9651261606524,2.3956021728043453,16.73467358851721,-2.9961547929352017
000001.SS,2011-01,2790.694092,-0.6190290577597346,78.83949353618007,77.48969244187877,77.08557048920662,-19.46454465246935,-17.9051429132163,-22.108349193561573
000001.SS,2011-02,2905.052979,4.097865377929777,88.93610232216972,84.70568302699498,89.67357962472099,12.806536842294957,9.312194122500305,16.329916293837265
000001.SS,2011-03,2928.111084,0.7937240789301248,136.0791222356981,156.13775290212322,126.68266185637444,53.00774228080458,84.32972537670638,41.27088757528632
000001.SS,2011-04,2911.51001,-0.5669550615997054,90.67220478057861,111.14294446309408,73.5580285390218,-33.36802641662523,-28.817379271004796,-41.935204501451274
000001.SS,2011-05,2743.471924,-5.7715098152796624,104.47366776004914,120.63443325411889,96.0221432101342,15.221272067740333,8.53989323107822,30.539310415579468
000001.SS,2011-06,2762.075928,0.6781189862834713,84.53678283691406,97.33198216756185,72.88245728810628,-19.08316741489856,-19.316583547476828,-24.098281030229863
000001.SS,2011-07,2701.729004,-2.184839431394525,78.2851328695974,99.24549016644877,60.417874859225364,-7.395183206081024,1.9659601667134652,-17.102308144754364
000001.SS,2011-08,2567.340088,-4.974181933163269,86.39183038280856,111.57653574789724,62.886020106654016,10.35534745366633,12.424791857813933,4.085124233812376
000001.SS,2011-09,2359.218994,-8.106487137126027,83.14460322062175,93.88602275848389,70.98976675669353,-3.7587201796722147,-15.855047722026761,12.886404062931067
000001.SS,2011-10,2468.25,4.621487292077986,75.16556069158739,90.57414713213521,63.65037210526005,-9.59658500968753,-3.5275491804230286,-10.338665679221236
000001.SS,2011-11,2333.414063,-5.462815233465001,83.25008093516031,70.99307772318522,95.16603965759278,10.75561755834511,-21.6188283621196,49.51372083137953
000001.SS,2011-12,2199.416992,-5.742532931670263,84.81960911904612,77.63644483012538,86.84766141829952,1.885317306908374,9.357767433106435,-8.740910380659695
000001.SS,2012-01,2292.610107,4.237173548216355,77.90155767625377,61.71806113950668,91.26849322165212,-8.156193496580155,-20.503751460347488,5.090329124764548
000001.SS,2012-02,2428.487061,5.92673623766764,91.4857845964103,77.98118065143454,103.34518873280493,17.437683308734808,26.350664962022897,13.232053126837195
000001.SS,2012-03,2262.788086,-6.823136003523467,88.0797755333685,86.14695296748992,86.66009946023264,-3.722992679209569,10.47146535592387,-16.145008274851524
000001.SS,2012-04,2396.315918,5.901031246635258,98.3707051595052,88.1813424428304,104.64068247477213,11.683646516830692,2.3615338735291314,20.748398774675515
000001.SS,2012-05,2372.233887,-1.0049606072015438,77.68080416033345,69.08255398658014,79.93533497471964,-21.032583801878502,-21.65853674617435,-23.60969645434864
000001.SS,2012-06,2225.429932,-6.188426689480131,77.59097859064738,81.92765919367473,70.51085557937623,-0.11563419129990704,18.59384817994694,-11.790129356840751
000001.SS,2012-07,2103.63501,-5.472871567362381,81.20776933239353,89.00009404459307,77.46019707956621,4.661354718603983,8.632536216126097,9.8557044062058
000001.SS,2012-08,2047.521973,-2.667432170184314,74.8681123795048,78.25724669425718,70.49690803404778,-7.806712344159738,-12.070602245603512,-8.989505976038025
000001.SS,2012-09,2086.168945,1.8874997440625707,68.97198734283447,65.10240313212077,68.31967938741049,-7.87534886252107,-16.80974493458861,-3.0884030340532886
000001.SS,2012-10,2068.879883,-0.8287469737979336,81.94055532640026,86.90206847652313,75.07558896464687,18.802659577001602,33.48519301224788,9.888672836016443
000001.SS,2012-11,1980.116943,-4.290386345256958,79.75129572550456,87.46022033691406,73.34758491516114,-2.6717656381202715,0.6422768412488677,-2.301685638855866
000001.SS,2012-12,2269.12793,14.595652444755647,74.97084549934634,85.26028196273312,64.21883093926215,-5.994197564654025,-2.515358829084069,-12.44588214657365
000001.SS,2013-01,2385.422119,5.125060930346037,90.24035970626339,109.75873522604665,83.89209476594002,20.367269576878645,28.73372301773727,30.634727445108332
000001.SS,2013-02,2365.593018,-0.8312617226972185,82.87265164511544,87.37166687420437,78.62591293879917,-8.164537558505069,-20.3966165478642,-6.2773278481525026
000001.SS,2013-03,2236.621094,-5.451991235121234,74.79130831072408,70.25588681620937,79.46081779849145,-9.751520162523587,-19.589622895300696,1.0618698447955044
000001.SS,2013-04,2177.912109,-2.62489632944507,93.84421526590982,83.1100798924764,99.8020144144694,25.47476088535521,18.296250547507608,25.599027520157392
000001.SS,2013-05,2300.594971,5.633049262779055,83.38529759068643,96.31220405332503,76.66901059304514,-11.144978564302333,15.885105847484283,-23.178894691799336
000001.SS,2013-06,1979.206055,-13.969817375559234,82.57989651362101,85.31224797566732,78.08507897059123,-0.965878998260461,-11.421144584716792,1.8469892419278766
000001.SS,2013-07,1993.79895,0.7373105474861807,77.08005560598066,75.28471995938209,75.0804361527966,-6.660023976577866,-11.753913716053145,-3.847909046651865
000001.SS,2013-08,2098.38208,5.245420056019179,88.84743185966245,104.42809732498661,78.84740774093136,15.266434567502763,38.71087968624718,5.017247875956099
000001.SS,2013-09,2174.665039,3.6353226481995238,98.07846705118816,97.374010403951,98.14722569783528,10.38976028717007,-6.754970263494176,24.47742863064981
000001.SS,2013-10,2141.614014,-1.5198214165064283,73.56673326799947,80.33374651016727,65.35439909658125,-24.991962578693006,-17.499807005065403,-33.411873201809016
000001.SS,2013-11,2220.503906,3.683665286288118,76.75024941762288,52.19944121042887,91.32140051523844,4.327385501849101,-35.02177667784688,39.732599148043505
000001.SS,2013-12,2115.978027,-4.707304441913451,70.2421502144106,68.61865160542149,68.88867827384702,-8.47958052592066,31.45476276039567,-24.564584111528333
000001.SS,2014-01,2033.083008,-3.917574660145562,78.61989428920131,86.78251980197045,68.41249278283888,11.926947066993353,26.4707448654002,-0.6912391164121345
000001.SS,2014-02,2056.302002,1.1420583374429416,70.26414687292916,61.49816117967878,73.86041593551636,-10.628031863710918,-29.135312825656822,7.963345481315476
000001.SS,2014-03,2033.30603,-1.1183168609296468,119.53876396917528,75.00083989481772,150.81426780454575,70.12768145517792,21.956231627297342,104.18821894560378
000001.SS,2014-04,2026.358032,-0.34170940810124284,92.7823445002238,61.30099623998006,112.3606637954712,-22.3830484610423,-18.266253650026478,-25.49732500038402
000001.SS,2014-05,2039.212036,0.6343402200899906,83.18502376925561,75.96359517497402,92.24833537686256,-10.343908404842095,23.919022257963118,-17.89979494533681
000001.SS,2014-06,2048.326904,0.4469799039573896,98.1738182067871,105.45366484324137,96.13338797887167,18.018621331537332,38.82131908098889,4.211515130476329
000001.SS,2014-07,2201.562012,7.48098888418447,136.12800659671908,115.96761592741936,161.79567853866084,38.660193810520525,9.970209285573105,68.30331473828896
000001.SS,2014-08,2217.199951,0.7103110843466043,132.44592408211,107.58255644767515,154.04245942638767,-2.7048677246242936,-7.230518117223495,-4.791981579669047
000001.SS,2014-09,2363.870117,6.615107759399352,130.56609942118328,121.00510635375977,142.43847586313885,-1.419314844118058,12.476511387431977,-7.53297734044166
000001.SS,2014-10,2420.177979,2.3820201285619236,80.79179345407793,74.09397866649013,83.08987451368763,-38.12192153075063,-38.76789096000993,-41.66613058010812
000001.SS,2014-11,2682.918945,10.856266286191163,84.14203809102376,77.99142316182454,87.09242757161458,4.1467635433172,5.26013660688609,4.817136963262114
000001.SS,2014-12,3234.677002,20.565588014810498,85.45243663172567,94.30592924548733,80.33614915417087,1.5573648683008257,20.918333609340344,-7.7575957012888885
000001.SS,2015-01,3210.363037,-0.7516659309404483,108.33973257003292,146.6483586834323,81.6583960748488,26.783666844919374,55.50279802841731,1.6458928323044741
000001.SS,2015-02,3310.302979,3.113041760329738,112.50795323508126,110.62664944784981,116.82035664149693,3.8473610430540095,-24.56332246673284,43.05982269651534
000001.SS,2015-03,3747.898926,13.219211346394388,103.47884836504537,80.65029876462874,119.2300068024666,-8.025303643352133,-27.096862132981926,2.0626971447831766
