min_samples,eps_percentile,eps,n_clusters,noise_share_pct,largest_cluster_share_pct,conflict_variable,anomaly_rate_non_conflict,anomaly_rate_conflict,difference_conflict_minus_non_conflict,corrected_odds_ratio,p_value_chi2,p_value_fisher,test_valid
10,97,1.096343389261275,3,1.8027099680325487,98.16277971519906,is_high_intensity_conflict_window_3d,0.018485760809718497,0.016445108893288617,-0.002040651916429881,0.8885599079678991,0.03596269149797895,0.034292770475132336,True
20,80,0.555275727064656,2,13.00857308921825,86.9768962510898,is_conflict_day,0.01692634194316476,0.1541638672584891,0.13723752531532435,10.570119066037668,0.0,0.0,True
20,80,0.555275727064656,2,13.00857308921825,86.9768962510898,is_high_intensity_conflict_day,0.12938474938633304,0.1378854625550661,0.008500713168733048,1.0765351573173778,0.022007594010642482,0.02167026139656946,True
20,80,0.555275727064656,2,13.00857308921825,86.9768962510898,is_conflict_window_3d,0.016597510373443983,0.15417474017967236,0.13757722980622838,10.783680342313167,0.0,0.0,True
20,80,0.555275727064656,2,13.00857308921825,86.9768962510898,is_high_intensity_conflict_window_3d,0.13209470145144853,0.12315649117136046,-0.008938210280088066,0.922926385511244,0.00024287373672818822,0.00022287240440180424,True
20,85,0.6348389241095248,1,9.562990409764604,90.43700959023539,is_conflict_day,0.013872353641492832,0.11302633462932164,0.09915398098782881,9.042161648325473,0.0,0.0,True
20,85,0.6348389241095248,1,9.562990409764604,90.43700959023539,is_high_intensity_conflict_day,0.0951876633145934,0.10055066079295154,0.005362997478358139,1.0631071830863876,0.09978289473530295,0.09734171742037796,True
20,85,0.6348389241095248,1,9.562990409764604,90.43700959023539,is_conflict_window_3d,0.013589211618257262,0.11304386119429276,0.0994546495760355,9.234433209238738,0.0,0.0,True
20,85,0.6348389241095248,1,9.562990409764604,90.43700959023539,is_high_intensity_conflict_window_3d,0.09781755561543057,0.08808436704513313,-0.009733188570297438,0.8910222185922246,4.82825595930565e-06,3.913341045566503e-06,True
20,90,0.7640142541643095,1,6.074723917465853,93.92527608253415,is_conflict_day,0.010818365339820902,0.0713711409469893,0.0605527756071684,7.011314036474821,2.18366302084583e-224,0.0,True
