conflict_variable,coef_logit,odds_ratio,p_value,significant_5pct,p_value_fdr_bh
is_conflict_window_3d,1.5559480462354685,4.7395777347149854,0.9999951084825875,False,0.9999951084825875
is_high_intensity_conflict_window_3d,0.09365029783687193,1.0981756443621877,0.00010199271541541644,True,0.00020398543083083288
