Index,Date,Open,High,Low,Close,Adj Close,Volume,price_for_return,return_1d,abs_return_1d,volatility_20,return_z_20,intraday_range,open_close_return,volume_z_20,conflict_count,total_deaths_sum,total_deaths_max,total_deaths_mean,log_deaths_sum,death_uncertainty_sum,conflict_duration_mean,is_conflict_day,is_high_intensity_conflict_day,is_conflict_window_3d,is_high_intensity_conflict_window_3d,dbscan_cluster,is_market_anomaly
000001.SS,1999-06-15,1453.329956,1477.141968,1366.654053,1387.592041,1387.592041,0.0,1387.592041,-0.02809749418401497,0.02809749418401497,0.02214040424732528,-1.8920137477548011,0.0796256476942418,-0.04523261543505949,0.0,6.0,11.0,3.0,1.8333333333333333,5.950642552587727,0.0,0.6666666666666666,1,0,1,0,-1,1
000001.SS,1999-06-16,1402.344971,1460.167969,1402.303955,1460.167969,1460.167969,0.0,1460.167969,0.052303505537331096,0.052303505537331096,0.022629293029877613,1.6888557573249028,0.039628327170899605,0.041233076878913054,0.0,6.0,30.0,13.0,5.0,8.11969625295725,2.0,0.3333333333333333,1,0,1,0,-1,1
000001.SS,1999-06-17,1483.063965,1501.015991,1450.203979,1501.006958,1501.006958,0.0,1501.006958,0.02796869255252088,0.02796869255252088,0.022349039389185373,0.6365080966058709,0.03385194967230798,0.012098596839685123,0.0,10.0,49.0,15.0,4.9,15.392094645527296,0.0,0.0,1,0,1,0,-1,1
000001.SS,1999-06-25,1665.984985,1705.209961,1591.078979,1593.859009,1593.859009,0.0,1593.859009,-0.03642501196799197,0.03642501196799197,0.023642075177436335,-2.0229526100042095,0.07160669880807514,-0.04329329294645476,0.0,7.0,28.0,12.0,4.0,9.326522126265592,0.0,0.2857142857142857,1,0,1,0,-1,1
000001.SS,1999-06-28,1606.282959,1693.161011,1606.281982,1693.160034,1693.160034,0.0,1693.160034,0.06230226415214868,0.06230226415214868,0.02609013333843342,1.8348145370473121,0.05131176454404779,0.05408578514341327,0.0,26.0,93.0,19.0,3.576923076923077,30.406895059913126,41.0,0.8461538461538461,1,0,1,0,-1,1
000001.SS,1999-06-30,1755.561035,1756.18396,1666.01001,1689.427979,1689.427979,0.0,1689.427979,-0.02862053539364451,0.02862053539364451,0.026925771054458866,-1.5829403153701072,0.05337543305833939,-0.03767061052366083,0.0,12.0,26.0,12.0,2.1666666666666665,10.019669306825538,32.0,0.16666666666666666,1,0,1,0,-1,1
000001.SS,1999-07-01,1678.838013,1678.838013,1540.034058,1560.786987,1560.786987,0.0,1560.786987,-0.07477158476717398,0.07614470317707467,0.03313575421056222,-2.628580740763031,0.08893202990293773,-0.06212519020591047,0.0,18.0,538.0,323.0,29.88888888888889,35.03762659519045,354.0,33.611111111111114,1,0,1,0,-1,1
000001.SS,1999-07-05,1627.245972,1630.381958,1573.734009,1581.81897,1581.81897,0.0,1581.81897,0.013084459736036669,0.013084459736036669,0.032833962896222826,0.11354446631649244,0.03581190393740184,-0.027916493745667053,0.0,48.0,920.0,202.0,19.166666666666668,99.90897452566395,7.0,1.75,1,1,1,1,-1,1
000001.SS,1999-07-06,1568.829956,1580.232056,1504.365967,1517.253052,1517.253052,0.0,1517.253052,-0.04081751402943412,0.04081751402943412,0.03470035715099372,-1.3793627938854265,0.0500022648825755,-0.03287603210452721,0.0,10.0,57.0,29.0,5.7,14.816730500623734,0.0,0.2,1,0,1,1,-1,1
000001.SS,1999-07-07,1515.161011,1568.672974,1507.546021,1568.651978,1568.651978,0.0,1568.651978,0.03387630424090915,0.03387630424090915,0.0352098418811384,0.7298119262810329,0.03896782323759002,0.03530381696180023,0.0,17.0,323.0,200.0,19.0,32.869122152593654,10.0,0.11764705882352941,1,0,1,1,-1,1
000001.SS,1999-07-20,1476.026978,1574.749023,1471.509033,1574.603027,1574.603027,0.0,1574.603027,0.06458557489319117,0.06458557489319117,0.035355914647508306,1.8007428812987833,0.06556572560177101,0.059596022702325335,0.0,17.0,72.0,11.0,4.235294117647059,22.924106269192944,401.0,0.0,1,0,1,0,-1,1
000001.SS,1999-07-21,1586.88501,1626.952026,1573.699951,1609.811035,1609.811035,0.0,1609.811035,0.02235992653150154,0.02235992653150154,0.03519521655634746,0.6156344449527671,0.0330797055320222,0.014447187323295708,0.0,13.0,66.0,35.0,5.076923076923077,13.389944778149108,163.0,0.38461538461538464,1,0,1,0,-1,1
000001.SS,1999-09-09,1590.71106,1675.260986,1590.70105,1675.121948,1675.121948,0.0,1675.121948,0.06587175890451724,0.06587175890451724,0.01912564093938428,3.012000257897254,0.05047986870505747,0.05306487779119351,0.0,18.0,69.0,26.0,3.8333333333333335,21.318792073942706,1.0,0.0,1,0,1,0,-1,1
000001.SS,2000-02-14,1591.444946,1674.131958,1587.817993,1673.942993,1673.942993,0.0,1673.942993,0.0731011980824113,0.08619417251463984,0.027366463320600828,2.9224231086362984,0.05156326431720967,0.05183845486289276,0.0,125.0,677.0,86.0,5.416,158.13698428969167,192.0,0.328,1,1,1,1,-1,1
000001.SS,2000-02-15,1709.223999,1746.442993,1663.005005,1670.670044,1670.670044,0.0,1670.670044,-0.001955233250885202,0.001955233250885202,0.027137500047110272,-0.4032796528435345,0.049942828806715536,-0.022556408652439058,0.0,32.0,610.0,350.0,19.0625,53.197838565262565,7.0,0.875,1,1,1,1,-1,1
000001.SS,2000-02-17,1734.267944,1770.880005,1615.629028,1640.649048,1640.649048,0.0,1640.649048,-0.03098439658707175,0.03098439658707175,0.02764921998250821,-1.340118728620913,0.09006574860362723,-0.0539817946378417,0.0,10.0,25.0,6.0,2.5,11.41553311896158,1.0,0.0,1,0,1,1,-1,1
