cluster,Close_last,Stock_monthly_pct,stock_lag1,stock_lag2,stock_lag3,stock_vol6
0,8685.40288633969,1.1248317221248967,1.7024560963401296,2.183678071093565,1.8549515124816307,4.315974010229963
1,6398.183251454425,-1.4584169130561093,-3.1406477676279776,-4.641915435939649,-3.775615002644454,7.000649980332271
